"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LTB",0,-0.319714897293014,0.881,0.9,0
"TSC22D3",0,-0.228908758320272,0.667,0.686,0
"PFDN5",0,0.151257840768038,0.945,0.926,0
"PFN1",0,-0.167291052887633,0.805,0.824,0
"JUNB",0,-0.262859754670235,0.766,0.783,0
"MT-ND4",0,0.180865606719021,0.973,0.962,0
"FOS",0,-0.236362306216195,0.6,0.59,0
"BTG1",0,-0.173212368350009,0.848,0.856,0
"MT-CO3",0,0.178585542139413,0.988,0.983,0
"TPT1",0,0.13653131768632,0.971,0.966,0
"UBA52",0,0.134739422367189,0.973,0.968,0
"MT-CO2",0,0.17789670196133,0.992,0.988,0
"EEF1A1",0,0.137875057825492,0.998,0.996,0
"FTH1",0,-0.167301896376934,0.953,0.954,0
"MT-CO1",0,0.102771653388677,0.986,0.985,0
"B2M",0,-0.231105974747383,1,1,0
"TMSB4X",0,-0.213216823547722,1,1,0
"ARPC3",1.48219693752374e-323,-0.206917844784878,0.484,0.524,3.00678470746066e-319
"ETS1",8.10343745289104e-318,0.260886873650204,0.385,0.324,1.64386332169348e-313
"TYROBP",1.30011221070974e-315,0.249846263355622,0.219,0.174,2.63740763064577e-311
"ATP6V0E1",7.38865922865684e-314,-0.285776473952112,0.323,0.372,1.49886341112533e-309
"CELF2",4.18694359079742e-312,0.289886762030858,0.28,0.225,8.49363376829165e-308
"MYL12B",1.05689115105494e-308,-0.212850822603841,0.462,0.503,2.14400938903005e-304
"SNHG25",1.9700087270972e-305,0.22365581057186,0.317,0.263,3.99635970378939e-301
"CSDE1",3.8828126115449e-301,0.286725980818556,0.26,0.209,7.87667366377998e-297
"ZC3HAV1",3.1150048889413e-298,0.308429654447554,0.215,0.168,6.31909891770633e-294
"SATB1",1.61872102514688e-297,0.347244437577299,0.177,0.134,3.28373747161295e-293
"CD74",3.79236448848522e-289,0.198342474484118,0.477,0.416,7.69319060134112e-285
"SP100",7.54846625993203e-289,-0.358299649986299,0.211,0.25,1.53128186548981e-284
"FBL",9.17017134903728e-288,0.295330188365914,0.297,0.243,1.8602609598657e-283
"ARPC1B",2.28297190847124e-281,-0.240440386867998,0.371,0.411,4.63123681352475e-277
"CMPK1",1.66300069720989e-278,0.266013554399089,0.306,0.253,3.37356321435999e-274
"PRKCQ-AS1",8.52798255010918e-278,0.263848675881824,0.362,0.305,1.72998654011515e-273
"HLA-B",4.59820342448698e-275,-0.116781895308694,0.928,0.945,9.32791546691429e-271
"RACK1",8.04198377755796e-273,0.0899174634239523,0.937,0.927,1.63139682911541e-268
"LINC00861",1.74557811345422e-270,0.249077615202059,0.341,0.287,3.54107976095323e-266
"ITGB1",4.06808371525982e-270,-0.373085884197888,0.192,0.237,8.25251462477607e-266
"DYNLT1",1.44690092670215e-266,-0.281932132737422,0.145,0.187,2.93518321990798e-262
"CARD16",6.76965210418258e-263,-0.401079545859407,0.161,0.202,1.37329162585448e-258
"DDIT4",1.33938857144958e-259,-0.34048023900601,0.222,0.26,2.71708365604262e-255
"LEF1",1.84628286360996e-259,0.24706024093892,0.279,0.23,3.74536941711916e-255
"SEC61B",2.32941913904582e-258,-0.306403014334703,0.245,0.291,4.72545966546835e-254
"UQCRB",7.83140851053975e-258,0.137113736342888,0.855,0.823,1.58867953044809e-253
"IKZF1",2.30483457494445e-255,0.318732091551768,0.241,0.193,4.67558741873232e-251
"TUBA1A",5.94819024664573e-255,-0.326761027871448,0.224,0.264,1.20664987343455e-250
"DYNLL1",4.92835801717233e-254,-0.436813851204908,0.133,0.172,9.99766707363579e-250
"MGAT4A",9.36470541201806e-252,0.316081639939426,0.299,0.248,1.89972413988198e-247
"CHCHD2",2.96280720396926e-250,-0.173799038352227,0.488,0.522,6.01035069397205e-246
"MDM4",2.05544297955978e-248,0.266279632679555,0.195,0.155,4.16967162833496e-244
"TTC19",1.9156080825182e-247,0.320729008884174,0.153,0.117,3.88600255619641e-243
"MT-ND6",2.71736925219804e-247,0.250940227469707,0.136,0.106,5.51245526500895e-243
"CDC42SE1",8.89349505349934e-247,0.23444605419377,0.25,0.205,1.80413440655288e-242
"OGA",1.38828833642357e-245,0.291097841563574,0.178,0.139,2.81628171926886e-241
"SBDS",7.97085390246923e-243,-0.287065588810515,0.231,0.277,1.61696742265491e-238
"CORO1A",2.3735878730228e-242,-0.145212152324681,0.582,0.603,4.81506035921404e-238
"BST2",1.09260526991639e-241,-0.406803738389792,0.146,0.184,2.21645905055238e-237
"TTC3",1.64422736462051e-240,0.252539825192122,0.235,0.192,3.33547963186917e-236
"DRAP1",7.5788052636238e-240,-0.287769558042037,0.253,0.297,1.53743643577872e-235
"CD3D",1.17802568639554e-239,-0.12422037231043,0.738,0.755,2.38974290742199e-235
"LYZ",1.97667317614406e-238,0.190554082885321,0.36,0.309,4.00987920512584e-234
"DDX17",1.98985781725151e-236,0.232984138472708,0.252,0.208,4.03662556807641e-232
"SET",2.66475926254569e-236,0.211108453595527,0.318,0.269,5.4057306400002e-232
"MBNL1",1.87935030513987e-234,0.216909591017762,0.326,0.277,3.81245002900675e-230
"ANKRD44",2.62325079342457e-234,0.313200616303141,0.144,0.11,5.32152655954109e-230
"RBL2",4.07835909932313e-232,0.302989087005604,0.161,0.125,8.2733592688869e-228
"PCBP2",8.64524939975921e-229,0.201957460195296,0.4,0.347,1.75377529323515e-224
"CHD3",2.35275906479831e-228,0.316507934723445,0.141,0.109,4.77280703884986e-224
"HADHA",2.53967345934304e-228,0.333005181438494,0.186,0.146,5.15198157962329e-224
"OAZ1",1.47958662584762e-226,-0.131126688139945,0.639,0.66,3.00148942919447e-222
"SAMHD1",2.2395129475474e-226,0.25907404259887,0.201,0.162,4.54307596539465e-222
"ARID5B",7.37501090677262e-224,-0.339210626882491,0.194,0.23,1.49609471254789e-219
"NCL",8.43757527491324e-223,0.207296367565168,0.469,0.416,1.7116465202689e-218
"ENO1",5.72913681911757e-222,-0.223993676963379,0.331,0.364,1.16221269512619e-217
"TAGLN2",5.84819889335021e-219,-0.254651762648247,0.287,0.322,1.18636562750502e-214
"GYPC",8.50320818692646e-219,0.243575796897615,0.365,0.315,1.7249608127999e-214
"PRMT2",1.93497188186147e-217,0.241835100708463,0.296,0.249,3.92528395954417e-213
"TRMT112",1.94781460903678e-217,-0.278887820629539,0.257,0.297,3.95133671589202e-213
"IFITM3",1.89387095304888e-215,-0.457045612514217,0.107,0.139,3.84190661535497e-211
"RBM3",4.73090842008557e-215,0.220364747660872,0.442,0.391,9.59712082098559e-211
"SRSF6",2.42679640699724e-213,0.281921986545571,0.137,0.106,4.92299919123461e-209
"CST3",1.21795473708452e-212,0.198098067300058,0.208,0.172,2.47074297964966e-208
"RCAN3",1.87460914333275e-210,0.260717080082005,0.27,0.225,3.80283210816481e-206
"CCNI",6.20180380923702e-210,0.182253618042675,0.548,0.498,1.25809792074182e-205
"CAST",2.99924389472448e-209,-0.339337534117846,0.173,0.206,6.08426616483809e-205
"SELL",3.25134793882122e-209,0.0977832498398552,0.469,0.422,6.59568442869272e-205
"NCF1",1.88492588833699e-208,0.286752072232253,0.152,0.119,3.82376065708042e-204
"AIF1",3.19567051641701e-208,0.172308423088566,0.283,0.242,6.48273720960355e-204
"C1orf56",3.87641250552538e-208,0.24663236202001,0.208,0.169,7.86369040870878e-204
"NAP1L1",9.99629284529098e-208,0.153904176863815,0.678,0.64,2.02784796659573e-203
"ACTB",1.18133015415586e-207,-0.112174223790015,0.931,0.94,2.39644635072057e-203
"NDUFB1",8.91366108485948e-205,0.176369325342685,0.339,0.293,1.80822528767459e-200
"ARL4C",1.06827887329119e-202,-0.32586583663394,0.182,0.218,2.16711052235851e-198
"PTPRCAP",6.85618579340088e-200,-0.146330830152812,0.514,0.535,1.3908458500493e-195
"TNRC6B",1.45116034372811e-199,0.216440317197477,0.341,0.294,2.94382387328685e-195
"PSMA7",1.48525537381176e-198,-0.23159575585536,0.309,0.348,3.01298905131455e-194
"RSL1D1",4.91100505818374e-198,0.220100193799724,0.392,0.343,9.96246486103154e-194
"SNHG8",4.69895606139411e-197,0.190232584783173,0.515,0.465,9.5323022661441e-193
"S100A8",1.12999148066115e-196,0.114423968603804,0.478,0.43,2.2923007176692e-192
"NACA",1.3229977505486e-196,0.0849076404207487,0.913,0.9,2.68383323676289e-192
"TOB1",2.95707605992112e-195,-0.352311666806892,0.157,0.188,5.99872449515598e-191
"TMSB10",4.09800244882504e-195,-0.0736613065864606,0.997,0.998,8.31320776768647e-191
"CIB1",3.25218728034918e-194,-0.247658563036754,0.27,0.31,6.59738711691635e-190
"MATR3-ENSG00000015479",5.92422517924423e-192,0.223998353634578,0.233,0.194,1.20178831986149e-187
"NOP10",7.14719000953684e-192,-0.33866729067154,0.163,0.198,1.44987896533464e-187
"HLA-DRB1",1.71886564057682e-190,0.0526178049604985,0.152,0.131,3.48689083847413e-186
"NOP53",1.00808668920155e-189,0.124182048107532,0.757,0.721,2.04500465771426e-185
"NDFIP1",4.31552971764237e-189,0.221333376599081,0.303,0.259,8.75448358520932e-185
"PPP2R5C",8.61477567087319e-189,-0.230927236443975,0.301,0.332,1.74759339259333e-184
"SUB1",2.03262568465472e-187,-0.153885146820985,0.479,0.507,4.12338446389057e-183
"UBL5",1.71629456690805e-186,-0.17640428422975,0.424,0.452,3.48167515842967e-182
"ZFP36L2",3.46306717375274e-184,-0.0648228625673428,0.674,0.654,7.02517806867482e-180
"RICTOR",2.54540490951478e-182,0.264366379296922,0.13,0.103,5.16360839944168e-178
"SNHG32",6.93737542407796e-182,0.144027548198651,0.536,0.487,1.40731597852846e-177
"PTMA",7.69655832132715e-182,0.0575557888484823,0.991,0.99,1.56132382106443e-177
"IFI16",5.80752697725954e-181,-0.291272681888277,0.2,0.228,1.17811492260687e-176
"COMMD6",2.53619461797154e-179,0.130949130093454,0.803,0.77,5.14492440201707e-175
"RAC2",7.35761457143449e-178,-0.195407488847887,0.33,0.356,1.4925656919612e-173
"CD99-ENSG00000002586",1.24332517586585e-177,-0.251977611904856,0.248,0.283,2.52220945176145e-173
"CIAO2B",2.37350133779739e-177,-0.347443476763756,0.13,0.163,4.81488481385579e-173
"RBMX",3.41585926069416e-176,0.199860066045939,0.276,0.236,6.92941209624418e-172
"SNHG9",4.87603687090468e-173,0.298263758296015,0.166,0.134,9.89152839631724e-169
"COX5A",1.53556650531057e-171,-0.305978225087456,0.175,0.208,3.11505021267303e-167
"MT-ND2",1.74299386052369e-171,0.0543570448287385,0.957,0.951,3.53583734545835e-167
"TUT4",4.18719400315589e-170,0.264621302968791,0.152,0.123,8.49414175480204e-166
"CDC42SE2",1.10243428346592e-168,0.189474403876778,0.318,0.277,2.23639818743897e-164
"PSMA3-AS1",5.16773348985831e-168,0.21742220895399,0.217,0.182,1.04832641575266e-163
"FUS",2.78760555294189e-167,0.19191807111561,0.4,0.354,5.65493662469792e-163
"HNRNPDL",1.38694087113903e-166,0.159163042349844,0.557,0.512,2.81354825119263e-162
"RGS10",3.66527794020289e-165,0.18877243109522,0.382,0.337,7.43538282949558e-161
"LCP2",8.05702610911468e-165,0.205217917508038,0.104,0.083,1.634448316495e-160
"PSAP",1.31784889925913e-164,0.179608740554109,0.259,0.223,2.67338827703707e-160
"OXNAD1",2.0075549795296e-164,0.233756290877675,0.218,0.182,4.07252603147375e-160
"PPDPF",8.52476980135451e-163,0.140775897955951,0.559,0.513,1.72933480190278e-158
"FTL",1.21092196295167e-162,0.0875433115115838,0.947,0.938,2.45647629404377e-158
"TRAPPC1",1.70801412935273e-162,-0.238824481053662,0.254,0.289,3.46487746280495e-158
"CHMP3",8.83477326988373e-160,0.285735395674061,0.126,0.1,1.79222210552861e-155
"EEF1D",7.24678419655453e-159,0.0845977154141488,0.913,0.895,1.47008264211305e-154
"HNRNPD",5.43532131069886e-158,0.214721323523947,0.165,0.136,1.10260928108837e-153
"TMEM50A",2.23874237159981e-157,-0.285864000963232,0.171,0.203,4.54151277502737e-153
"PCSK7",3.49523579949103e-156,0.187208083877847,0.205,0.174,7.0904353428475e-152
"VAMP8",7.43143117132254e-155,-0.222775187845189,0.277,0.31,1.50754012741449e-150
"SUN2",7.94825022395946e-155,0.198213321521449,0.155,0.128,1.61238204043242e-150
"SRSF5",3.58557089089618e-154,-0.125856725624369,0.645,0.669,7.27368910927199e-150
"SORL1",3.83928784481632e-154,0.176461640137534,0.149,0.125,7.78837932199439e-150
"GIMAP5",6.6307127496178e-154,0.228231558953495,0.161,0.132,1.34510638838747e-149
"COX6A1",2.06464492292529e-153,-0.192527396329735,0.338,0.37,4.18833869064625e-149
"SRSF7",7.54629189873205e-153,-0.157305258284592,0.372,0.391,1.53084077457678e-148
"KLRB1",1.18785163871358e-152,-0.246263886509337,0.177,0.191,2.40967583429438e-148
"PIP4K2A",8.84710500080171e-152,0.174826002503972,0.141,0.117,1.79472372046264e-147
"RESF1",8.12104150124551e-151,0.220090544682824,0.201,0.168,1.64743447894266e-146
"ANXA2R",9.85719115464947e-149,0.272675497662362,0.146,0.118,1.99962979763219e-144
"ASH1L",2.72079672707548e-148,0.240556056278768,0.139,0.113,5.51940824054532e-144
"FOSB",3.60274941335171e-148,-0.178430012114451,0.196,0.201,7.30853745992529e-144
"HCST",5.38869002711128e-148,-0.120339052256582,0.526,0.537,1.09314965889979e-143
"ODF2L",1.72014971584662e-147,-0.324727848554613,0.136,0.161,3.48949571356645e-143
"S100A9",2.36213229857847e-147,0.132202742705299,0.564,0.521,4.79182158089629e-143
"EZR",4.58043262693882e-147,-0.291700392446989,0.156,0.179,9.29186562700808e-143
"HSPA8",2.71069225928546e-146,-0.119272883844832,0.459,0.472,5.49891031718649e-142
"NONO",2.77248942925282e-145,0.203689259499595,0.146,0.121,5.62427205618227e-141
"FXYD5",5.91304615011828e-145,-0.104782908356909,0.616,0.633,1.19952054201299e-140
"UQCR10",2.34424924640247e-143,-0.184327925146429,0.34,0.368,4.75554402125206e-139
"HSD17B11",3.80284871009181e-142,0.226591881392748,0.195,0.164,7.71445889329225e-138
"CHD2",1.12757744507225e-140,0.205779774984546,0.22,0.188,2.28740360507357e-136
"ID2",3.53028375680759e-140,-0.0431456410861339,0.27,0.253,7.16153362905988e-136
"C12orf57",9.22431611708705e-140,0.14490674491552,0.418,0.376,1.87124476751228e-135
"ARGLU1",1.12712112006666e-139,0.169517649715739,0.431,0.389,2.28647790416722e-135
"PSMB8",6.40478394661193e-139,-0.244683639908418,0.21,0.24,1.2992744714097e-134
"UXT",3.49704486704691e-137,0.152680543261144,0.464,0.422,7.09410521729137e-133
"TATDN1",3.56028602573551e-137,0.333023354911554,0.121,0.096,7.22239623180705e-133
"HLA-DPB1",1.13183407709702e-136,-0.179515073941502,0.176,0.182,2.29603860879901e-132
"TC2N",7.13115365984603e-136,0.214753845711765,0.12,0.098,1.44662583143637e-131
"HP1BP3",1.72605553887012e-135,0.170942219010076,0.264,0.23,3.50147626615192e-131
"HMGN2",1.67184994059632e-134,0.142454665271126,0.486,0.445,3.39151478949369e-130
"ARL6IP5",2.1440336159321e-134,-0.151043338489173,0.392,0.413,4.34938659327986e-130
"CD52",2.1941391718274e-134,-0.0942281999245758,0.926,0.924,4.45103072396907e-130
"ZRANB2",2.47529771291556e-134,0.146418625589621,0.232,0.202,5.0213889404205e-130
"SLC38A1",7.04834614893123e-134,0.177310243276417,0.191,0.163,1.42982749977219e-129
"TRA2A",1.21908923990818e-133,0.161832070752227,0.197,0.169,2.47304443207773e-129
"CHMP5",7.20716256818511e-133,-0.397001169243746,0.079,0.102,1.46204499858203e-128
"CWF19L2",1.5167419173927e-132,0.141701163760104,0.166,0.143,3.07686265362284e-128
"LAPTM5",2.75461729290392e-132,0.141219593881796,0.536,0.495,5.58801664038489e-128
"LST1",4.86883831112682e-132,0.0798349571103814,0.199,0.177,9.87692539795187e-128
"ALDOA",2.18912556092177e-131,-0.137476300984619,0.423,0.446,4.4408601128859e-127
"PHPT1",1.6531171000824e-130,-0.360005904462515,0.1,0.125,3.35351334922715e-126
"CYTIP",3.08543981824809e-130,-0.217504936735095,0.236,0.267,6.25912321529807e-126
"DYNLRB1",6.93160175324507e-130,-0.273245741717341,0.163,0.189,1.4061447316633e-125
"CD53",9.77494313096767e-130,-0.190749478577485,0.286,0.313,1.9829449635481e-125
"SON",7.27346702898415e-129,0.120037716569565,0.587,0.547,1.47549552149973e-124
"HMGB2",1.52847432968375e-128,0.187235630534648,0.357,0.319,3.10066302519646e-124
"COX7B",9.91402567766722e-128,-0.169931330605964,0.334,0.361,2.01115924897157e-123
"PLAC8",1.0750489075159e-127,0.06123884301013,0.313,0.286,2.18084421378676e-123
"PRDX1",8.93285896124888e-126,-0.272030028225348,0.161,0.186,1.81211976887895e-121
"ZNF207",1.93942032735275e-125,0.190754643661184,0.158,0.134,3.93430807606779e-121
"SVIP",2.42296201991509e-125,0.175262676741891,0.288,0.254,4.91522075359975e-121
"KLF3",3.16360384563535e-125,0.209680420201625,0.227,0.195,6.41768676125587e-121
"TLE4",4.16742959929558e-125,0.214425793249956,0.179,0.151,8.45404768513102e-121
"NDUFA12",4.92902336426418e-125,-0.218915009340207,0.24,0.271,9.99901679674632e-121
"TPI1",2.41653882579661e-124,-0.205216123587436,0.251,0.281,4.90219066201101e-120
"EIF1AX",2.62805853717504e-124,0.161377044220121,0.258,0.227,5.33127954851328e-120
"DDX21",4.30588172379384e-124,-0.240236215206254,0.187,0.209,8.73491166488819e-120
"SEC62",1.72088704718723e-123,0.13757103907842,0.416,0.378,3.49099146392402e-119
"SARAF",3.39580757964846e-123,0.098019798398886,0.73,0.695,6.88873525607487e-119
"PNRC1",5.22187826962132e-123,0.138457824347685,0.563,0.526,1.05931022577538e-118
"SP110",7.55836712917542e-123,-0.240399934833067,0.189,0.213,1.53329035582453e-118
"ARHGEF1",1.1019607542799e-122,0.179664436816402,0.207,0.178,2.2354375861322e-118
"PPIB",2.45792003400518e-122,-0.171347245485282,0.294,0.316,4.98613658098291e-118
"COX7C",2.51285040443203e-122,0.0843779692605917,0.881,0.864,5.09756833043083e-118
"EIF2A",4.39289702025469e-122,0.231696089110114,0.182,0.154,8.91143089528866e-118
"EIF3M",5.09925117181268e-122,0.166718864564779,0.29,0.256,1.03443409271392e-117
"FYB1",5.77954290417924e-122,0.133991244458115,0.546,0.507,1.1724380735418e-117
"DAD1",8.78571377988484e-121,-0.174956066829631,0.309,0.34,1.78226989738744e-116
"YPEL5",2.84224431790173e-119,-0.222152845829625,0.19,0.22,5.76577682329545e-115
"RNF213",4.06567522803698e-119,-0.153146369828618,0.24,0.248,8.24762876759582e-115
"LUC7L3",1.76736283348825e-118,0.126590678551686,0.277,0.247,3.58527224401427e-114
"ACTR2",9.50465736613783e-118,0.147653998255407,0.172,0.148,1.92811479329472e-113
"DBI",1.62656075808971e-117,-0.208337682995288,0.233,0.262,3.29964115386078e-113
"ZFP36L1",2.10392837910768e-117,0.141535561562426,0.187,0.163,4.26802910985784e-113
"FAM133B",8.65271217753619e-117,0.181781195963693,0.222,0.192,1.75528919233499e-112
"NUCB2",1.67130429979126e-116,0.184756071261778,0.21,0.181,3.39040790255655e-112
"PNISR",2.53845207217521e-116,0.122373650796296,0.55,0.512,5.14950387361463e-112
"ANKRD49",2.63050716598362e-116,0.217261835353554,0.12,0.099,5.33624683691436e-112
"MORF4L1",1.01904027315948e-115,0.136453407015697,0.475,0.437,2.06722509813132e-111
"TMBIM6",6.75578140045857e-115,-0.191634028584559,0.259,0.283,1.37047781489703e-110
"N4BP2L2",4.91074160005532e-114,0.122374626078444,0.49,0.452,9.96193040987222e-110
"GUK1",7.70340406862949e-114,-0.164931794082187,0.31,0.336,1.56271254936218e-109
"ACTG1",1.00750816303314e-113,-0.0675763725476566,0.578,0.571,2.04383105952902e-109
"SSR1",1.05150394101531e-113,0.154215498850093,0.12,0.102,2.13308089474365e-109
"ADD3",1.09488239822612e-113,0.106819543334806,0.269,0.242,2.22107843304151e-109
"CHMP2A",1.48791265056189e-113,-0.305047047086513,0.122,0.146,3.01837960292985e-109
"NKTR",2.85456015088822e-113,0.144001242150078,0.236,0.208,5.79076072209185e-109
"RAP1B",2.8672804771895e-113,0.132830695404371,0.311,0.278,5.81656517602661e-109
"PPP1CA",3.33813650536236e-113,-0.216141406214093,0.221,0.247,6.77174371477808e-109
"JUND",3.95332019996079e-113,-0.241794493489229,0.166,0.191,8.01970535764046e-109
"YTHDC1",4.20402286495364e-113,0.15883877866883,0.163,0.141,8.52828078384496e-109
"CSTB",9.32762902261471e-113,-0.207312491810913,0.233,0.258,1.89220282352762e-108
"RSL24D1",9.50007555502088e-113,0.15987412574381,0.47,0.432,1.92718532709153e-108
"NEDD8",3.99275028240523e-112,-0.152195718923279,0.357,0.385,8.09969322288724e-108
"HLA-F",7.34473158393076e-110,-0.184791778314975,0.243,0.263,1.48995224911619e-105
"BRK1",9.99363653338393e-110,-0.199688372391309,0.243,0.269,2.02730910716226e-105
"CCNG1",1.324451714762e-109,0.236451368821713,0.143,0.119,2.6867827485662e-105
"PDCD4",1.59772968069941e-108,0.117809922543672,0.215,0.19,3.24115443026682e-104
"SRRM2",2.51536565449145e-108,0.123615070432954,0.241,0.215,5.10267076670136e-104
"NDUFA13",1.48560366925314e-107,0.0473234467641248,0.332,0.307,3.01369560344692e-103
"COX8A",1.67086546873536e-107,-0.147149543005564,0.33,0.351,3.38951768987656e-103
"COX14",3.4729349390894e-107,-0.226828841654641,0.189,0.216,7.04519581743676e-103
"FAM107B",1.31199226063479e-106,0.127061225112442,0.231,0.205,2.66150749992373e-102
"COX17",2.16264540860932e-106,-0.286462102681516,0.123,0.148,4.38714247590487e-102
"TYMP",6.81565782508115e-106,-0.315025893515682,0.108,0.128,1.38262434639596e-101
"DDX3X",8.09116374043723e-106,0.133239934314168,0.161,0.14,1.6413734763851e-101
"CREBRF",5.63864933281342e-105,0.247056987685182,0.125,0.103,1.14385640365453e-100
"EIF3H",1.5495756398462e-104,0.121823681979043,0.54,0.504,3.14346914299199e-100
"NSA2",4.71910573259594e-104,0.110012249032564,0.311,0.281,9.57317788914412e-100
"BPTF",5.62735319982588e-104,0.18488356673706,0.122,0.102,1.14156487011668e-99
"NDUFA3",6.78859608409054e-104,0.00125952348833147,0.328,0.31,1.37713460161861e-99
"PPIA",2.04541234486583e-103,-0.0934956264434241,0.552,0.566,4.14932348279483e-99
"DDX24",6.65044082272833e-103,-0.143198254574974,0.342,0.361,1.34910842529867e-98
"FKBP11",2.56435333433636e-102,-0.293380569419036,0.116,0.138,5.20204717403475e-98
"VAMP2",4.27087755096803e-102,0.13452898385778,0.545,0.509,8.66390219989375e-98
