"","gene","logFC","p_val","bonferroni","padj"
"213","ARPC4",0.354971060207116,1.69282560360808e-11,1.87734359440137e-08,4.17187465422526e-10
"214","BRK1",0.20177322477528,3.11844243931245e-06,0.00345835266519751,1.58640030513647e-05
"223","RHOA",0.190817109148599,7.86990863858908e-11,8.72772868019529e-08,1.50478080693022e-09
"229","ARL6IP5",0.246494940078444,6.43646257735604e-11,7.13803699828785e-08,1.29782490877961e-09
"230","FOXP1",-0.347198215884696,5.17649873504652e-09,5.74073709716659e-06,6.30850230457867e-08
"232","PCNP",-0.218939666044628,5.15741439555237e-06,0.00571957256466757,2.50858445818753e-05
"243","RNF7",0.201821969354633,8.56583277026537e-09,9.4995085422243e-06,9.99948267602558e-08
"255","AP2M1",0.196898634739719,9.89245733007891e-06,0.0109707351790575,4.53336164423864e-05
"274","HNRNPDL",-0.116042356937571,4.73089023228659e-06,0.00524655726760583,2.33180323004704e-05
"276","HSD17B11",-0.261633015099323,1.17974930062401e-08,1.30834197439202e-05,1.30834197439202e-07
"293","NDUFS6",0.212316845800775,5.85818624787571e-08,6.49672854889417e-05,4.81239151769938e-07
"296","IL7R",-0.290445804629448,6.18196231940589e-06,0.00685579621222113,2.95508457423325e-05
"299","ANXA2R",-0.242719189574551,3.37170763475217e-06,0.00373922376694016,1.70740811275806e-05
"313","CAST",0.303063729213832,1.18611918108286e-06,0.0013154061718209,6.85107381156717e-06
"316","SRP19",0.150738164804678,3.89172675329414e-05,0.043159249694032,0.000150380660954815
"317","REEP5",0.344964846026537,2.14000986700672e-11,2.37327094251046e-08,5.15928465763143e-10
"322","CDC42SE2",-0.230747620820376,8.20849796155019e-07,0.000910322423935916,5.00177156008745e-06
"323","IRF1-AS1",0.448923974604384,5.70253543432024e-11,6.32411179666115e-08,1.21617534551176e-09
"331","DDX46",0.183693947296316,7.12562173839861e-06,0.00790231450788406,3.34843835079833e-05
"334","MATR3-ENSG00000015479",-0.160381602692412,2.46047051222182e-05,0.0272866179805399,0.000100688627234465
"338","NDUFA2",0.144966795928742,2.91273969043404e-05,0.0323022831669135,0.000115778792712951
"342","NDFIP1",-0.218550765413488,1.22408012932724e-05,0.0135750486342391,5.49597110697938e-05
"346","ANXA6",0.432937363489855,2.1829008217432e-14,2.42083701131321e-11,9.68334804525282e-13
"347","RNF145",-0.324198680442316,2.99875532255571e-06,0.00332561965271428,1.53254361876234e-05
"350","ATP6V0E1",0.248883184089138,4.58364646185622e-07,0.000508326392619855,2.97266896268921e-06
"352","HIGD2A",0.14528292614421,2.17085831260524e-05,0.0240748186867921,9.01678602501578e-05
"354","LMAN2",0.264670693403986,9.28530772501503e-07,0.00102974062670417,5.56616554975225e-06
"357","HNRNPH1",-0.434991464757271,1.1812482262275e-07,0.00013100042828863,9.16086911109299e-07
"365","HLA-F",0.227896122885376,1.60133561134579e-08,1.77588119298248e-05,1.69131542188808e-07
"366","HLA-A",0.411770239736624,1.12879389904566e-14,1.25183243404164e-11,5.69014742746199e-13
"368","TUBB",0.187686514970132,2.22210854051031e-07,0.000246431837142593,1.56962953594008e-06
"369","HLA-C",0.394424655127066,1.31910001580713e-11,1.46288191753011e-08,3.40205097100025e-10
"372","LST1",-0.369173112558762,3.99168355791448e-12,4.42677706572716e-09,1.13507104249414e-10
"374","CSNK2B",0.220817777354342,2.14279875719512e-08,2.37636382172939e-05,2.10297683338884e-07
"375","CLIC1",0.425927684729276,3.21845375511266e-10,3.56926521441994e-07,5.2489194329705e-09
"379","HLA-DRB1",0.59244186876689,1.8208474646401e-08,2.01931983828587e-05,1.86974059100544e-07
"380","PSMB8",0.374818098311115,6.414264999184e-17,7.11341988409506e-14,4.74227992273004e-15
"381","PSMB9",0.370146987999961,2.71882587996315e-10,3.01517790087913e-07,4.5002655237002e-09
"382","HLA-DPA1",0.588609451172262,4.72038686494751e-13,5.23490903322679e-10,1.49568829520766e-11
"383","HLA-DPB1",0.566590662475065,4.25708883163772e-14,4.72111151428623e-11,1.74855982010601e-12
"384","TAPBP",0.146597943080254,4.43341518655408e-05,0.0491665744188848,0.000167233246322737
"401","RWDD1",0.10365557476179,4.47196149864733e-05,0.0495940530199989,0.000168115433966098
"403","SAMD3",0.258897343475618,2.69190961922039e-06,0.00298532776771541,1.39501297556795e-05
"408","SF3B5",0.170609204157278,1.15551620636409e-07,0.000128146747285778,9.08842179331755e-07
"416","RAC1",0.165695622715591,2.07552410430228e-05,0.0230175623167123,8.75192483525183e-05
"418","RPA3",0.254487468845863,1.13887010970354e-06,0.00126300695166123,6.61260184115825e-06
"420","TOMM7",-0.215841715622334,9.77303406909125e-07,0.00108382947826222,5.73454750403291e-06
"421","TRA2A",-0.168487928410211,2.12355996402337e-06,0.00235502800010192,1.12144190481044e-05
"422","CYCS",0.338772237648044,4.06081386138776e-10,4.50344257227902e-07,6.52672836562177e-09
"431","PPIA",0.157252272799939,9.23738398752859e-11,1.02442588421692e-07,1.73631505799478e-09
"432","H2AZ2",0.19384484495554,9.4208650151276e-09,1.04477393017765e-05,1.07708652595634e-07
"435","CHCHD2",0.203650978800768,1.86910793028443e-07,0.000207284069468544,1.36371098334568e-06
"436","SBDS",0.392664159681946,9.64725963444815e-09,1.0698810934603e-05,1.0917154014901e-07
"437","MDH2",0.166234069292127,3.38342874003935e-05,0.0375222247270364,0.000132120509602241
"443","SEM1",0.223872318748125,2.20952164871024e-06,0.00245035950841966,1.16130782389557e-05
"444","ARPC1B",0.172715527133519,2.52714162547623e-05,0.0280260006265313,0.000102284673819457
"445","BUD31",0.23300483367904,4.46634566444345e-08,4.95317734186779e-05,3.83967235803705e-07
"449","ZNHIT1",0.169992310597645,2.52714162547623e-05,0.0280260006265313,0.000102284673819457
"453","TES",-0.19193499778974,1.88451979264986e-06,0.00208993245004869,1.00962920292207e-05
"455","LSM8",0.125963363388559,3.53507477149923e-05,0.0392039792159264,0.000137557821810268
"457","ATP6V1F",0.194675623154391,1.47070264335262e-05,0.0163100923147806,6.4466768042611e-05
"459","MTPN",0.216324452610121,3.99672775016622e-07,0.000443237107493434,2.65411441612835e-06
"460","ZC3HAV1",-0.208346077579303,2.17085831260524e-05,0.0240748186867921,9.01678602501578e-05
"463","GSTK1",0.25036167496866,1.15222308496025e-13,1.27781540122091e-10,4.25938467073637e-12
"468","CD99-ENSG00000002586",0.36078214996077,1.7135842263758e-07,0.000190036490705077,1.27541268929582e-06
"469","TMSB4X",0.175482175120189,1.62585178709299e-05,0.0180306963188613,7.04324074955519e-05
"472","EIF1AX",-0.16895369361507,1.78033039695079e-05,0.0197438641021842,7.59379388545547e-05
"473","SAT1",0.264708954260646,5.93758575430185e-11,6.58478260152075e-08,1.24241181160769e-09
"474","EIF2S3",-0.398956230555276,8.36813751591739e-14,9.28026450515239e-11,3.20009120867324e-12
"479","RBM3",-0.137842856007273,2.59552890411691e-05,0.0287844155466565,0.000104670601987842
"482","MSN",0.290713073253613,1.23727969360919e-10,1.37214318021259e-07,2.21313416163321e-09
"483","IL2RG",0.219323800228096,1.5737923817584e-06,0.00174533575137007,8.68326244462721e-06
"488","PGK1",0.148720920547245,4.96348919716905e-06,0.00550450951966048,2.42489406152444e-05
"490","SH3BGRL",0.18171207163056,7.66212195496244e-11,8.49729324805335e-08,1.49075320141287e-09
"491","MORF4L2",-0.129537720002724,4.39518415280349e-05,0.0487425922545907,0.000166926685803393
"497","RBMX",-0.19126192650139,1.73231765877532e-07,0.000192114028358183,1.28076018905456e-06
"502","FLNA",0.359807075374709,3.44587248044267e-07,0.000382147258081092,2.30209191615116e-06
"507","NSD3",0.301668640225104,2.58095026642355e-10,2.86227384546372e-07,4.40349822379034e-09
"519","PABPC1",-0.265177282558547,4.58364646185622e-07,0.000508326392619855,2.97266896268921e-06
"522","EIF3E",-0.238360151516277,3.43804086247487e-06,0.00381278731648463,1.73308514385665e-05
"523","ENY2",0.16097067317722,2.35090697378642e-08,2.60715583392914e-05,2.24754813269753e-07
"530","LY6E",0.822428340782221,6.31868666381473e-19,7.00742351017053e-16,8.75927938771317e-17
"535","SMIM27",-0.285785860650098,1.78971362000051e-07,0.000198479240458056,1.31443205601362e-06
"537","DNAJA1",0.31189245162471,6.2075656426408e-07,0.000688419029768865,3.93382302725066e-06
"538","DCTN3",0.202749253178776,2.48792261272587e-06,0.00275910617751299,1.30146517807217e-05
"541","TOMM5",-0.400006583125048,2.32385843682952e-08,2.57715900644394e-05,2.24100783169038e-07
"542","ANXA1",0.258471282990117,4.35726597203758e-05,0.0483220796298968,0.000166627860792747
"544","TLE4",-0.283213944780728,5.29296862212226e-08,5.86990220193359e-05,4.4134603022057e-07
"548","TXN",0.279122961497185,1.60571832915206e-06,0.00178074162702963,8.77212624152529e-06
"554","SET",-0.274078895261267,7.23134992909949e-12,8.01956707137133e-09,1.95599196862715e-10
"557","PHPT1",0.291321448179128,2.11807794303988e-08,2.34894843883122e-05,2.09727539181359e-07
"559","PAXX",0.134143625849934,2.03851789310164e-05,0.0226071634344972,8.6617484423361e-05
"561","KLF6",0.723858157648973,1.62121733784361e-14,1.79793002766856e-11,7.81708707681985e-13
"567","FAM107B",-0.183211852819651,2.34506176459626e-07,0.000260067349693725,1.6459958841375e-06
"568","VIM",0.361809325036306,5.18891633600113e-11,5.75450821662525e-08,1.12833494443632e-09
"569","PIP4K2A",-0.23201464658647,1.37943508323512e-05,0.0152979350730775,6.07060915598315e-05
"594","PDCD4",-0.200035013538914,3.55346814762416e-09,3.94079617571519e-06,4.47817747240362e-08
"600","IFITM2",0.467589787863297,1.63229785545223e-13,1.81021832169652e-10,5.65693225530164e-12
"601","IFITM1",-0.577312514531314,4.93226992703371e-09,5.46988734908038e-06,6.07765261008931e-08
"602","SIGIRR",0.155320240362234,2.77246704828959e-06,0.00307466595655316,1.4234564613672e-05
"606","RHOG",0.321036272062511,1.42468365264332e-13,1.57997417078144e-10,5.09669087348851e-12
"612","LDHA",0.369144160018921,1.18438883836904e-17,1.31348722175127e-14,1.19407929250115e-15
"613","SVIP",-0.364838184876499,2.24451280444271e-08,2.48916470012697e-05,2.18347780712892e-07
"614","EIF3M",-0.177513782498039,6.95835466710302e-07,0.000771681532581725,4.3352895088861e-06
"615","CD44",-0.17706959940581,2.06038861077422e-07,0.000228497096934861,1.46472498035167e-06
"621","POLR2G",0.229659521275179,2.55275445960011e-09,2.83100469569652e-06,3.41084903095967e-08
"622","PLAAT4",0.358189432844357,2.63916166298549e-19,2.9268302842509e-16,4.87805047375151e-17
"623","COX8A",0.195529827179358,3.80868665245717e-08,4.22383349757501e-05,3.29986991998047e-07
"629","CFL1",0.199063188714728,1.42353949667972e-07,0.000157870530181781,1.08876227711573e-06
"631","CCDC85B",0.224537384407537,1.94555041149938e-09,2.15761540635281e-06,2.66372272389236e-08
"632","DRAP1",0.331509024602781,4.86984388543235e-12,5.40065686894447e-09,1.35016421723612e-10
"633","SF3B2",0.13601790239405,2.96068448279387e-08,3.28339909141841e-05,2.67850143458179e-07
"634","POLD4",0.15022815302219,4.58364646185622e-07,0.000508326392619855,2.97266896268921e-06
"635","PPP1CA",0.343367752999422,2.85120850085137e-09,3.16199022744417e-06,3.71998850287549e-08
"637","PTPRCAP",0.27156573856791,1.18907642866917e-10,1.31868575939411e-07,2.19780959899018e-09
"648","ANKRD49",-0.287640497490121,4.46554059330138e-06,0.00495228451797123,2.22075538922476e-05
"650","BIRC2",-0.281712636806155,6.2075656426408e-07,0.000688419029768865,3.93382302725066e-06
"653","CARD16",0.332140488573328,3.0326986261944e-07,0.000336326277644959,2.05076998563999e-06
"654","CWF19L2",-0.158215592676846,8.8447640037253e-06,0.00980884328013136,4.10411852725162e-05
"655","ATM",-0.301441641738146,9.57505461670324e-07,0.00106187355699239,5.70899761823865e-06
"658","CD3D",0.195885361565137,7.05864741817058e-06,0.00782803998675117,3.33108084542603e-05
"659","CD3G",0.184425201367706,4.55918606529478e-10,5.05613734641191e-07,7.22305335201701e-09
"662","SORL1",-0.231587171136426,3.06447926448936e-08,3.3985075043187e-05,2.71880600345496e-07
"663","HSPA8",0.216820962449157,3.00051429785658e-07,0.000332757035632294,2.04145420633309e-06
"665","GAPDH",0.371536924244943,5.32052308172545e-16,5.90046009763353e-13,3.27803338757418e-14
"670","KLRB1",-0.923785558141178,3.8799713483628e-14,4.30288822533435e-11,1.65495700974398e-12
"672","CD69",0.360008886797822,1.45208460826182e-06,0.00161036183056236,8.09227050533851e-06
"677","KRAS",0.142928992547166,3.1814735359286e-05,0.0352825415134482,0.00012511539543776
"685","TUBA1A",0.404360431366793,2.39547486356937e-05,0.0265658162369843,9.83919119888306e-05
"686","TMBIM6",0.189865579982587,1.58782715535967e-07,0.000176090031529387,1.19789137094821e-06
"687","COX14",0.160086365599279,2.68945360704487e-05,0.0298260405021276,0.000107675236469775
"693","PCBP2",-0.210647279677746,3.30415426954388e-13,3.66430708492416e-10,1.07773737791887e-11
"695","HNRNPA1",-0.20285390244773,1.95262093767261e-08,2.16545661987892e-05,1.95086181971074e-07
"699","MYL6",0.233155415702527,1.73975970341991e-06,0.00192939351109268,9.41167566386675e-06
"700","ATP5F1B",0.208434870816548,4.88178635530061e-07,0.000541390106802838,3.12942258267536e-06
"711","PPP1R12A",0.209389091889511,4.83082986779261e-07,0.0005357390323382,3.11476181591977e-06
"715","NDUFA12",0.224412383382667,3.96013774857519e-05,0.0439179276316988,0.000152492804276732
"716","METAP2",-0.174817821250416,1.60522984421731e-07,0.0001780199897237,1.20283776840338e-06
"718","SLC25A3",0.148294314029048,1.00782136902337e-05,0.0111767389824692,4.59948106274451e-05
"722","ARPC3",0.313711928392975,3.28986377047631e-17,3.64845892145823e-14,2.80650686266018e-15
"725","ERP29",0.156614774774535,1.95262093767261e-08,2.16545661987892e-05,1.95086181971074e-07
"730","DYNLL1",0.449042818670814,1.78374868591291e-09,1.97817729267741e-06,2.47272161584677e-08
"737","UBC",0.282378293808552,5.74140949202141e-10,6.36722312665175e-07,8.60435557655642e-09
"738","RAN",0.146397563176365,2.78660464184032e-05,0.0309034454780091,0.000111163472942479
"739","MPHOSPH8",0.15347318694425,1.60571832915206e-06,0.00178074162702963,8.77212624152529e-06
"747","UFM1",-0.201262185603234,1.58270573320907e-08,1.75522065812886e-05,1.68771217127775e-07
"756","ARGLU1",-0.11773792883659,4.39518415280349e-05,0.0487425922545907,0.000166926685803393
"760","PSME1",0.283572441105269,2.14906696820894e-14,2.38331526774372e-11,9.68334804525282e-13
"761","PSME2",0.500496051699248,1.09730860930504e-15,1.21691524771929e-12,6.40481709325943e-14
"762","CHMP4A",0.139588030217165,6.55482195669343e-08,7.26929754997301e-05,5.30605660581972e-07
"764","GZMH",1.00790334454527,1.64665497300239e-11,1.82614036505965e-08,4.1503190114992e-10
"765","GZMB",0.72805386546241,2.07552410430228e-05,0.0230175623167123,8.75192483525183e-05
"768","BAZ1A",0.28319842069893,4.89127770156476e-14,5.42442697103531e-11,1.93729534679833e-12
"771","PNN",0.220121097266825,8.37920416049165e-07,0.000929253741398524,5.0778892972597e-06
"779","PSMA3-AS1",-0.171145058597374,4.56885583781112e-08,5.06686112413253e-05,3.89758548010195e-07
"787","SRSF5",0.153438300347071,2.53748175182041e-06,0.00281406726276883,1.32115833932809e-05
"795","CALM1",0.242432517256708,3.852102879829e-11,4.27198209373037e-08,8.71833080353136e-10
"796","TC2N",-0.313344390298191,1.09124230702217e-12,1.21018771848759e-09,3.27077761753403e-11
"797","NDUFB1",-0.256634443910469,2.77246704828959e-06,0.00307466595655316,1.4234564613672e-05
"799","IFI27L2",0.304638055029016,3.51038360212188e-09,3.89301541475316e-06,4.47473036178525e-08
"801","BCL11B",-0.292088898446657,2.63912724082458e-07,0.000292679211007446,1.80666179634226e-06
"804","HSP90AA1",0.344749393200626,1.36147152698207e-17,1.50987192342312e-14,1.2582266028526e-15
"808","CRIP1",-0.614385279219738,3.76548755817562e-08,4.17592570201676e-05,3.28813047402895e-07
"809","EMC4",0.18624370420378,1.10580684772256e-05,0.0122633979412432,5.0259827628046e-05
"810","NOP10",0.260349633830327,5.67448059672496e-06,0.00629299898176799,2.73608651381217e-05
"811","RASGRP1",0.197881333907882,3.2954288853737e-05,0.0365463063387944,0.000129138891656517
"815","PDIA3",0.191418015940876,1.62585178709299e-05,0.0180306963188613,7.04324074955519e-05
"826","BNIP2",-0.203086516305707,2.4906866579671e-09,2.76217150368551e-06,3.36850183376282e-08
"829","PPIB",0.155442586926148,9.4422659798449e-06,0.010471472971648,4.34500953180414e-05
"831","PKM",0.184788988065763,8.92785281289388e-06,0.00990098876949931,4.12541198729138e-05
"832","COX5A",0.268557195641468,6.35055951678928e-11,7.04277050411931e-08,1.29782490877961e-09
"835","MORF4L1",-0.152821907201146,9.99679789751724e-09,1.10864488683466e-05,1.11984332003501e-07
"837","SEC11A",0.157033035049245,2.52829307517453e-07,0.000280387702036856,1.76344466689846e-06
"839","ISG20",0.267177876996572,3.62913731540757e-05,0.04024713282787,0.000140724240656888
"840","CIB1",0.288536346227389,1.50276492937973e-12,1.66656630668213e-09,4.38570080705823e-11
"849","SNHG9",-0.492045452566299,2.03823526689092e-07,0.000226040291098203,1.46472498035167e-06
"853","IL32",0.320162788512052,2.63912724082458e-07,0.000292679211007446,1.80666179634226e-06
"854","ATF7IP2",-0.636751505446275,1.42263526006052e-16,1.57770250340712e-13,9.86064064629448e-15
"856","RSL1D1",-0.262161683496668,6.60683248248322e-07,0.000732697722307389,4.16305524038289e-06
"866","PPP4C",0.246607256836735,1.90340851167612e-06,0.00211088003944881,1.01484617281193e-05
"868","CORO1A",0.261585593240129,5.74140949202141e-10,6.36722312665175e-07,8.60435557655642e-09
"876","CIAO2B",0.237436981187145,2.99489790701661e-08,3.32134177888142e-05,2.67850143458179e-07
"882","COTL1",0.254587069212322,3.35882223288311e-08,3.72493385626737e-05,2.95629671132331e-07
"884","MAP1LC3B",0.166320895005972,2.938609626803e-05,0.0325891807612453,0.000115975732246424
"898","ACAP1",0.201923193173483,1.68828015707655e-06,0.0018723026941979,9.17795438332303e-06
"902","TRAPPC1",0.230817896248658,1.23525130469778e-06,0.00136989369690984,7.09789480264166e-06
"905","TTC19",-0.287397695488615,3.45497196320701e-11,3.83156390719657e-08,7.98242480665952e-10
"907","UBB",0.249354335661833,8.32175473856765e-12,9.22882600507152e-09,2.19733952501703e-10
"912","MIEN1",0.34524268834684,4.9829112123966e-11,5.52604853454783e-08,1.10520970690957e-09
"921","SUPT4H1",0.18909996110985,3.82583529195613e-06,0.00424285133877935,1.91984223474179e-05
"923","PSMC5",0.202301812603886,2.06038861077422e-07,0.000228497096934861,1.46472498035167e-06
"924","SNHG25",-0.431685576234733,2.71458798696988e-09,3.0104780775496e-06,3.58390247327333e-08
"927","ATP5PD",0.152139733434291,5.41003645425968e-06,0.00599973042777398,2.61996961911528e-05
"932","CYTH1",-0.212954823877408,5.43247815798615e-09,6.02461827720664e-06,6.4780841690394e-08
"933","RNF213",0.27498316907991,1.45208460826182e-06,0.00161036183056236,8.09227050533851e-06
"935","ACTG1",0.256629499059578,8.5699716456923e-08,9.50409855507276e-05,6.88702793845852e-07
"938","ANAPC11",0.152027038344662,4.43341518655408e-05,0.0491665744188848,0.000167233246322737
"943","MYL12B",0.316459331015146,1.23727969360919e-10,1.37214318021259e-07,2.21313416163321e-09
"954","SNRPB",0.178112284613096,1.93087707432997e-07,0.000214134267543194,1.39957037609931e-06
"960","CST7",0.381718178002171,8.28349480270785e-06,0.00918639573620301,3.85983014126177e-05
"963","DYNLRB1",0.367408002410824,3.5410171334897e-21,3.92698800104007e-18,1.06010125383079e-18
"970","SRSF6",-0.364365119615585,9.89986385937451e-08,0.000109789490200463,7.89852447485347e-07
"971","YWHAB",0.168496501142817,5.10106300286571e-15,5.65707887017807e-12,2.69384708103718e-13
"976","GNAS",0.208529580129111,8.19733372267331e-10,9.0908430984447e-07,1.21211241312596e-08
"978","PSMA7",0.353824069064562,1.50653971117676e-20,1.67075253969502e-17,3.34150507939005e-18
"980","GZMM",0.229412750473596,7.79625953483116e-07,0.000864605182412775,4.80336212451542e-06
"984","CIRBP",-0.235440826915461,1.05515447854283e-09,1.17016631670399e-06,1.48122318570126e-08
"988","OAZ1",0.149602692622759,1.71693140779603e-05,0.019040769312458,7.38014314436356e-05
"993","EEF2",-0.196039452993794,1.48420174059946e-05,0.016459797303248,6.48023515875905e-05
"998","HNRNPM",-0.146878162192817,1.7483571038124e-05,0.0193892802812795,7.48620860281061e-05
"1002","CDC37",0.151767413776489,3.23291919443205e-07,0.000358530738662514,2.1729135676516e-06
"1005","TRIR",0.196077111333885,2.64901215972919e-10,2.93775448513967e-07,4.45114315930253e-09
"1008","CALR",0.353775781074045,1.71766937774388e-08,1.90489533991797e-05,1.79707107539431e-07
"1016","BST2",0.60618612503094,3.71548819984273e-18,4.12047641362559e-15,4.57830712625065e-16
"1030","TYROBP",-0.465934152548328,7.45970321633211e-11,8.2728108669123e-08,1.47728765480577e-09
"1033","PSMD8",0.317875155541292,1.95594384533075e-13,2.1691417244718e-10,6.57315674082364e-12
"1037","ZFP36",0.623101910107003,2.12355996402337e-06,0.00235502800010192,1.12144190481044e-05
"1038","FBL",-0.264086615660457,5.72773812047553e-08,6.35206157560737e-05,4.74034445940848e-07
"1045","CALM3",0.167068213438023,1.07137645100805e-06,0.00118815648416792,6.25345517983117e-06
"1047","TMEM160",0.15378947331884,2.3530555546896e-05,0.0260953861015077,9.7370843662342e-05
"1050","EMP3",0.281080238413285,6.67573895046422e-07,0.000740339449606482,4.18270875483888e-06
"1052","BAX",0.18531598201784,2.66567397004605e-05,0.0295623243278106,0.000107109870752937
"1056","ETFB",0.19285506228797,1.70142112878737e-05,0.0188687603182519,7.34193008492292e-05
"1057","NKG7",0.648113965595801,8.95624348497692e-10,9.9324740248394e-07,1.30690447695255e-08
"1061","UBE2L3",0.167518168812618,2.938609626803e-05,0.0325891807612453,0.000115975732246424
"1062","MIF",-0.671573224319209,2.73684107539476e-16,3.03515675261279e-13,1.78538632506634e-14
"1064","SNRPD3",0.122365445829268,1.51176136937211e-06,0.00167654335863367,8.38271679316837e-06
"1067","PIK3IP1",-0.389881883931338,7.87707835272994e-07,0.00087356798931775,4.82634248241851e-06
"1071","RAC2",0.290596361090904,1.69814898341032e-10,1.88324722260205e-07,2.98928130571754e-09
"1072","LGALS1",0.715964902398706,2.63875589699975e-08,2.92638028977272e-05,2.43865024147727e-07
"1073","EIF3L",-0.242266505391013,4.30310811089406e-07,0.000477214689498151,2.84056362796518e-06
"1074","POLR2F",0.154862132467549,2.09426620703364e-05,0.023225412236003,8.7643065041521e-05
"1078","TNRC6B",-0.214506649880379,2.46218940762034e-08,2.73056805305096e-05,2.29459500256383e-07
"1079","ST13",-0.271908524432732,1.0160458033863e-09,1.1267947959554e-06,1.44460871276334e-08
