"","ID","Description","RichFactor","FoldEnrichment","p.adjust","qvalue","geneID","Count"
"GO:0000245","GO:0000245","spliceosomal complex assembly",0.0416666666666667,10.0747863247863,0.0248442784309212,0.0221986820741401,"RSRP1/SF3B2/SRSF5/SNRPD3",4
"GO:0048387","GO:0048387","negative regulation of retinoic acid receptor signaling pathway",0.2,48.3589743589744,0.0267733344785692,0.0239223184447436,"CNOT1/CALR",2
"GO:0006754","GO:0006754","ATP biosynthetic process",0.0384615384615385,9.29980276134122,0.0320170288019586,0.0286076267141123,"ATP5F1C/ALDOA/ATP5PD/NDUFS7",4
"GO:0016052","GO:0016052","carbohydrate catabolic process",0.0267379679144385,6.46510352392705,0.0367415180555398,0.0328290185808373,"PGK1/RAN/PKM/ALDOA/EIF6",5
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process",0.0261780104712042,6.32970868572963,0.0394918230721765,0.0352864514598395,"PGK1/RAN/PKM/ALDOA/EIF6",5
"GO:0000054","GO:0000054","ribosomal subunit export from nucleus",0.153846153846154,37.1992110453649,0.040398116132804,0.0360962359570954,"RAN/EIF6",2
"GO:0033750","GO:0033750","ribosome localization",0.153846153846154,37.1992110453649,0.040398116132804,0.0360962359570954,"RAN/EIF6",2
"GO:0060213","GO:0060213","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.153846153846154,37.1992110453649,0.040398116132804,0.0360962359570954,"BTG2/CNOT1",2
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process",0.0347826086956522,8.41025641025641,0.0409350918024076,0.0365760306190423,"ATP5F1C/ALDOA/ATP5PD/NDUFS7",4
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process",0.0344827586206897,8.33775419982316,0.0414365997898641,0.0370241344511638,"ATP5F1C/ALDOA/ATP5PD/NDUFS7",4
"GO:0030865","GO:0030865","cortical cytoskeleton organization",0.0545454545454545,13.1888111888112,0.0451784088237132,0.0403674889122529,"EZR/IQGAP1/CALR",3
"GO:1901655","GO:1901655","cellular response to ketone",0.0333333333333333,8.05982905982906,0.0451784088237132,0.0403674889122529,"RAP1A/BTG2/RWDD1/GNAS",4
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process",0.0330578512396694,7.99321890230981,0.0457153220708086,0.0408472277988865,"ATP5F1C/ALDOA/ATP5PD/NDUFS7",4
"GO:0060211","GO:0060211","regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.133333333333333,32.2393162393162,0.0481903863646891,0.0430587295547405,"BTG2/CNOT1",2
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process",0.0310077519379845,7.49751540449215,0.0557243140820245,0.0497903907954441,"ATP5F1C/ALDOA/ATP5PD/NDUFS7",4
"GO:0048385","GO:0048385","regulation of retinoic acid receptor signaling pathway",0.117647058823529,28.446455505279,0.0599060194262141,0.0535267982633247,"CNOT1/CALR",2
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus",0.0225225225225225,5.44583044583045,0.0606225166136301,0.0541669977086291,"RWDD1/HSPA8/RAN/CNOT1/CALR",5
"GO:0022618","GO:0022618","protein-RNA complex assembly",0.0216450216450216,5.23365523365523,0.0690798362732924,0.0617237215171401,"RSRP1/SF3B2/SRSF5/EIF6/SNRPD3",5
"GO:0008360","GO:0008360","regulation of cell shape",0.0283687943262411,6.85942898708856,0.0690798362732924,0.0617237215171401,"CDC42SE1/CDC42SE2/EZR/ALDOA",4
"GO:0030219","GO:0030219","megakaryocyte differentiation",0.0441176470588235,10.6674208144796,0.0690798362732924,0.0617237215171401,"H4C3/PIP4K2A/EIF6",3
"GO:0040014","GO:0040014","regulation of multicellular organism growth",0.0441176470588235,10.6674208144796,0.0690798362732924,0.0617237215171401,"EZR/PPIB/GNAS",3
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis",0.0441176470588235,10.6674208144796,0.0690798362732924,0.0617237215171401,"ATP5F1C/ATP5PD/NDUFS7",3
"GO:2000774","GO:2000774","positive regulation of cellular senescence",0.1,24.1794871794872,0.0739420677723506,0.0660681878504479,"KRAS/YPEL3",2
"GO:0071826","GO:0071826","protein-RNA complex organization",0.0208333333333333,5.03739316239316,0.0756807515410568,0.0676217241431719,"RSRP1/SF3B2/SRSF5/EIF6/SNRPD3",5
"GO:0007015","GO:0007015","actin filament organization",0.0149253731343284,3.60887868350555,0.0762202207737198,0.0681037468357594,"EZR/ARPC1B/MTPN/WAS/IQGAP1/ALDOA/COTL1",7
"GO:0006417","GO:0006417","regulation of translation",0.0147368421052632,3.56329284750337,0.0805182547049048,0.0719440953911634,"BTG2/SSB/MTPN/PKM/CNOT1/EIF6/CALR",7
"GO:0061621","GO:0061621","canonical glycolysis",0.0909090909090909,21.981351981352,0.0829386541882054,0.0741067534362178,"PGK1/PKM",2
"GO:0061718","GO:0061718","glucose catabolic process to pyruvate",0.0909090909090909,21.981351981352,0.0829386541882054,0.0741067534362178,"PGK1/PKM",2
"GO:0006909","GO:0006909","phagocytosis",0.0199203187250996,4.81663091224844,0.0839748046385998,0.0750325671801443,"RAP1A/CDC42SE1/CDC42SE2/GNAS/CALR",5
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis",0.0394736842105263,9.54453441295546,0.0839748046385998,0.0750325671801443,"ATP5F1C/ATP5PD/NDUFS7",3
"GO:0046434","GO:0046434","organophosphate catabolic process",0.0197628458498024,4.77855477855478,0.0855184677835759,0.0764118500391804,"PGK1/RAN/PKM/ALDOA/EIF6",5
"GO:0050766","GO:0050766","positive regulation of phagocytosis",0.0379746835443038,9.18208373904576,0.0910636763673848,0.0813665651752642,"RAP1A/GNAS/CALR",3
"GO:0061620","GO:0061620","glycolytic process through glucose-6-phosphate",0.0833333333333333,20.1495726495726,0.091907086510206,0.0821201629772955,"PGK1/PKM",2
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process",0.0245398773006135,5.93361648576373,0.0954079891049929,0.0852482644389777,"ATP5F1C/ALDOA/ATP5PD/NDUFS7",4
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process",0.0190114068441065,4.59686068051087,0.0954079891049929,0.0852482644389777,"PGK1/RAN/PKM/ALDOA/EIF6",5
"GO:1903241","GO:1903241","U2-type prespliceosome assembly",0.08,19.3435897435897,0.0957505918651749,0.0855543844082958,"SF3B2/SNRPD3",2
