"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SQOR",4.18413569642392e-187,-0.398389740319673,0.133,0.178,8.48793767376556e-183
"LDHA",7.26871434029977e-187,-0.297023102984265,0.268,0.323,1.47453139107321e-182
"IL10RA",2.93850747781156e-185,0.355919698965919,0.257,0.206,5.96105626948853e-181
"BCLAF1",1.16668705022597e-182,0.292904160902579,0.34,0.285,2.3667413500884e-178
"CD163",1.82580439724604e-182,-0.500101289359487,0.13,0.169,3.70382680025331e-178
"SELL",1.93007232666421e-182,-0.27725909522034,0.372,0.42,3.91534472187103e-178
"CD83",4.10754569296655e-182,0.405908430382572,0.195,0.149,8.33256719275194e-178
"CREG1",4.24558685276143e-182,-0.394386082339186,0.16,0.207,8.61259748951184e-178
"GADD45B",9.80430066617992e-181,0.340670473808431,0.311,0.264,1.98890043314126e-176
"ST13",1.22535616919633e-180,0.327819941956695,0.285,0.233,2.48575752483167e-176
"PMAIP1",5.2737857357414e-180,0.506559462582781,0.138,0.099,1.0698401743525e-175
"PLAAT4",1.07721009755244e-175,-0.380635042645576,0.182,0.229,2.18522840389488e-171
"ACTG1",3.50338920268e-175,0.150125164296137,0.757,0.723,7.10697533655665e-171
"SP100",1.00032493714344e-174,-0.377938958063945,0.178,0.226,2.02925916748918e-170
"CLTC",9.46978301636698e-174,0.411861712832566,0.146,0.107,1.92104018270021e-169
"SH3BGRL3",2.33222372997595e-173,-0.086569695731419,0.945,0.95,4.73114905862921e-169
"PCMT1",7.57152149816984e-171,-0.354559901976745,0.15,0.194,1.53595885111873e-166
"DYNLL1",3.20122684980564e-168,-0.239424366864061,0.353,0.408,6.49400878751572e-164
"COPS9",2.48528020198984e-166,0.242120583672,0.411,0.358,5.0416394177566e-162
"ITGAE",1.67584208678383e-165,0.489087624358464,0.139,0.102,3.39961325724967e-161
"CDC42SE2",3.14455053955206e-165,0.361732966516553,0.186,0.143,6.37903522453531e-161
"FUS",2.70388643455747e-164,0.289845857503115,0.335,0.286,5.48510402114328e-160
"HNRNPA2B1",1.27428940214002e-162,0.175603803214315,0.624,0.592,2.58502348118124e-158
"HMGB1",8.0605938035521e-162,0.158637569843384,0.698,0.669,1.63517205898858e-157
"PHF11",2.42404989866204e-161,-0.419104139595275,0.119,0.159,4.91742762442581e-157
"ENSG00000273338.1",3.09673279217063e-161,0.32922484537544,0.314,0.268,6.28203214219735e-157
"SREK1",7.40653731026248e-161,0.408902798491552,0.171,0.13,1.50249015875985e-156
"SFPQ",1.1944109364097e-159,0.284111323923886,0.329,0.28,2.42298202560072e-155
"CTSA",1.57161649886507e-158,-0.318571407141772,0.185,0.232,3.18818122959768e-154
"MDM4",1.99188233555955e-158,0.330189846268404,0.22,0.175,4.0407325059161e-154
"FBL",5.82834555996596e-157,0.350076333007715,0.221,0.177,1.1823381802947e-152
"CCNL1",1.27104025943777e-154,0.189581228288818,0.582,0.539,2.57843227029545e-150
"ATM",4.15683149004704e-154,0.398522986274177,0.143,0.106,8.43254836070943e-150
"CFD",5.20711457823001e-153,-0.157670591364822,0.636,0.671,1.05631526333974e-148
"FOXP1",1.9764694226392e-152,0.365450538238287,0.191,0.15,4.00946587076588e-148
"COX5B",4.96452255593241e-151,-0.137611013325499,0.671,0.704,1.00710304569645e-146
"NDUFA4",2.57584178745424e-150,-0.164996211987146,0.563,0.607,5.22535265002967e-146
"SLC2A3",3.94020314224217e-150,0.295778411684509,0.338,0.293,7.99309609435246e-146
"RBMX",6.06005800140982e-150,0.311394763807496,0.242,0.197,1.229343366166e-145
"RAC1",7.96070563523314e-150,-0.142413481416424,0.645,0.679,1.61490874516339e-145
"NDUFAF8",3.61622922861203e-149,0.410286279406766,0.152,0.115,7.33588261316235e-145
"SNX2",5.78086033456583e-149,-0.270421907617173,0.223,0.271,1.17270532747002e-144
"HNRNPD",1.80079180307586e-148,0.282067124915912,0.284,0.236,3.65308625171968e-144
"RNF145",1.97968692217172e-148,0.463598196536968,0.137,0.102,4.01599289031755e-144
"HMGB2",1.59303965315151e-146,-0.234036473263075,0.446,0.481,3.23164024038316e-142
"SERF2",1.72423397152803e-146,0.0831426099506869,0.976,0.97,3.49778103464177e-142
"CEBPB",9.30195787182809e-146,-0.171621994557974,0.567,0.608,1.88699517387905e-141
"TXN",2.78647522539272e-144,-0.202983266315648,0.398,0.45,5.65264364223166e-140
"BLOC1S1",2.48550085859224e-142,-0.184638472894886,0.479,0.527,5.04208704174022e-138
"NONO",1.76092854441269e-141,0.323549594239743,0.227,0.184,3.57221964519558e-137
"SLC38A2",7.73055679286686e-141,0.3087135829594,0.22,0.178,1.56822075100097e-136
"AHNAK",8.48321120079189e-141,0.205815941646719,0.484,0.443,1.72090422419264e-136
"STK4",3.21780874644363e-139,0.297253463589404,0.263,0.218,6.52764682303554e-135
"MAFB",8.23625882639124e-139,0.318036715940193,0.27,0.241,1.67080746552173e-134
"YBX1",2.05867745638171e-138,0.138765281699178,0.759,0.731,4.17623308801594e-134
"PPBP",2.645488608071e-138,-0.438897600176573,0.107,0.142,5.36663819033284e-134
"WASF2",3.91761183645814e-138,0.319724978994136,0.241,0.199,7.94726737143898e-134
"ISG20",2.91497380351285e-137,-0.547515507330051,0.089,0.12,5.91331585780617e-133
"CHP1",1.70261544787377e-136,0.345113344430136,0.219,0.178,3.45392569755673e-132
"TRA2B",3.61121393560743e-135,0.21710202315155,0.422,0.374,7.32570858977323e-131
"TMEM170B",1.90131262733388e-134,0.366437006999337,0.155,0.12,3.8570027958095e-130
"RSL1D1",1.61835056307198e-133,0.24897421946686,0.362,0.322,3.28298595224782e-129
"HINT1",7.96393477140103e-133,0.17463819935967,0.59,0.549,1.61556380772641e-128
"RNMT",3.64662735639616e-130,0.314670013411185,0.215,0.175,7.39754825518525e-126
"CPEB4",4.35077608275732e-130,0.418772748489695,0.111,0.081,8.82598436148149e-126
"BNIP2",6.15887294873458e-130,0.280488128810477,0.268,0.225,1.2493889663803e-125
"FAM133B",1.53181080254925e-129,0.29602479883637,0.245,0.203,3.10743139405141e-125
"SRRM2",3.68843601366468e-128,0.269667812261673,0.303,0.261,7.48236129732017e-124
"CDV3",5.16550435754513e-128,0.329507899633181,0.205,0.166,1.04787421397161e-123
"PPDPF",2.32208242935429e-127,0.1797387699434,0.516,0.471,4.71057641618812e-123
"MNDA",1.03830073808453e-126,-0.135281558395029,0.847,0.866,2.10629687727827e-122
"C6orf62",1.05249141743052e-125,0.278873960301118,0.234,0.193,2.13508408939955e-121
"ALDOA",1.13143981443864e-124,-0.115528888661518,0.693,0.717,2.29523880757023e-120
"GSTK1",1.02977023458015e-123,-0.20544393061238,0.385,0.429,2.08899189786928e-119
"CRTAP",1.23829315505079e-123,0.27494423729462,0.257,0.215,2.51200149433603e-119
"REEP5",1.90096229775378e-123,-0.231940374021786,0.265,0.311,3.85629211722333e-119
"ANP32B",5.73119856019356e-123,0.225094277354391,0.4,0.357,1.16263093992086e-118
"SFT2D2",1.32098030395586e-121,0.367370392213877,0.124,0.094,2.67974064460485e-117
"PLBD1",1.48369125229876e-121,-0.28835241411023,0.25,0.289,3.00981607441326e-117
"TMEM50A",2.90505805075734e-121,-0.206793979653541,0.332,0.379,5.89320076176634e-117
"FYB1",2.08715119076158e-120,-0.165867625554081,0.572,0.608,4.23399490557895e-116
"YPEL3",1.59935896021717e-119,0.347961045574232,0.164,0.129,3.24445958669656e-115
"HMGN1",1.71507121363944e-119,0.261114048882825,0.278,0.236,3.47919346398898e-115
"GNG2",4.68164679056676e-119,0.393723822316024,0.128,0.098,9.49718867934373e-115
"PRDX1",3.90584839982746e-118,-0.23021526834732,0.305,0.348,7.92340406388998e-114
"EIF3F",4.39875396477541e-118,0.202355911126268,0.434,0.395,8.9233122929434e-114
"ATP5F1C",9.31786127160794e-118,-0.202254113384537,0.318,0.364,1.89022133755839e-113
"FCGR2A",4.25422727225135e-117,-0.296046092343499,0.202,0.242,8.63012544448908e-113
"JUN",6.35505707015643e-117,0.18439618762478,0.589,0.55,1.28918687725193e-112
"PPP3CA",6.78735722930052e-117,0.363802662048867,0.142,0.11,1.3768832875359e-112
"DECR1",8.23996767378896e-117,-0.329888620623398,0.13,0.165,1.67155984230483e-112
"CD302",9.93122648701619e-117,0.231471053099156,0.36,0.319,2.0146486051561e-112
"IRF1",1.08746315009472e-116,-0.291214901456907,0.268,0.309,2.20602774628215e-112
"ADAR",1.20336908485101e-115,-0.3272100165299,0.179,0.216,2.44115452552876e-111
"CANX",1.58157910996346e-115,0.25226750433546,0.29,0.248,3.20839138247187e-111
"APEX1",1.96453645626226e-115,0.36913657032719,0.156,0.124,3.98525865517361e-111
"METAP2",1.47737653116541e-114,0.304240925909892,0.2,0.163,2.99700603112215e-110
"RASSF3",1.97815816863696e-114,0.29483023463084,0.167,0.134,4.01289166089693e-110
"MATR3-ENSG00000015479",3.00485947632669e-114,0.281812562782818,0.244,0.205,6.09565793367633e-110
"RAB8A",4.41543729969423e-114,-0.347635273600104,0.127,0.161,8.95715610615972e-110
"CASP1",1.32076063366443e-113,-0.215601735229321,0.334,0.378,2.67929502145166e-109
"SDHB",5.4111197109606e-113,-0.290115986336107,0.141,0.175,1.09769974456547e-108
"LASP1",6.96902961542312e-113,0.352011748767498,0.151,0.119,1.41373734778473e-108
"RNF181",1.90484034028303e-112,-0.202443882243463,0.307,0.352,3.86415911429815e-108
"NORAD",6.14588759092778e-112,0.272706911956641,0.196,0.16,1.24675475669561e-107
"LYSMD2",2.20157544513241e-111,-0.358937790325652,0.091,0.12,4.4661159479956e-107
"CALHM6",5.45235990014594e-111,-0.275581941287359,0.251,0.287,1.10606572934361e-106
"TLE5",7.27952398538468e-111,0.296505975013538,0.195,0.159,1.47672423567514e-106
"GAS7",8.63084491546569e-111,0.325952596591126,0.155,0.123,1.75085319955137e-106
"LDHB",1.06465350319207e-110,0.272045703878303,0.27,0.231,2.15975609657544e-106
"CHD2",1.48890828582274e-110,0.327349315854272,0.156,0.124,3.02039934862001e-106
"DUSP1",1.63344268678573e-110,0.0918718822242122,0.951,0.934,3.31360183441353e-106
"EVI2B",2.79636691504174e-110,0.148772080799827,0.636,0.607,5.67270992385367e-106
"ATP5F1E",3.62409677590784e-110,0.0549146600775154,0.973,0.976,7.35184271960665e-106
"NFKBIZ",7.24432099611786e-110,0.209072673094436,0.354,0.31,1.46958295727247e-105
"IRF2BP2",4.30599020936373e-109,0.250750920750889,0.319,0.279,8.73513173871527e-105
"EIF5",4.878434814052e-109,0.245032254525817,0.304,0.264,9.89639286378588e-105
"CD4",8.65946868698863e-109,0.273739163749392,0.236,0.198,1.75665981784251e-104
"DDX17",9.30413984170314e-109,0.208793117888386,0.328,0.285,1.8874378082879e-104
"DBI",1.50817412262787e-108,-0.17290308209478,0.452,0.493,3.0594820251629e-104
"NDUFA13",6.68699516794681e-108,0.167073070455907,0.514,0.47,1.35652383976969e-103
"ZSCAN16-AS1",2.21182655529196e-107,0.3385820111138,0.144,0.113,4.48691135006527e-103
"PLAUR",3.4508626867772e-107,0.202984245320746,0.375,0.332,7.00042004639623e-103
"RNASE6",1.79187136803088e-106,-0.196112323745663,0.345,0.388,3.63499025718745e-102
"REL",7.74329757380452e-106,0.262332577438157,0.26,0.222,1.57080534582199e-101
"TANK",1.04065980127977e-105,0.309147476388488,0.158,0.126,2.11108247287615e-101
"ERP44",2.62185775692344e-105,-0.257974897355368,0.153,0.187,5.31870064569489e-101
"TNRC6B",4.26773904064311e-105,0.288452282385943,0.2,0.165,8.65753541784862e-101
"KMT2C",3.40525425138838e-104,0.313086911271,0.167,0.134,6.90789877436646e-100
"ZEB2",2.10948141687612e-103,0.196508233072736,0.414,0.375,4.2792940022749e-99
"EIF4A2",4.88803108612664e-103,0.215469778164902,0.354,0.313,9.9158598613165e-99
"ZNF106",1.1063014716938e-102,0.266136440141266,0.232,0.195,2.24424316547805e-98
"TRAPPC6A",1.39337574654523e-102,0.374502401357836,0.143,0.113,2.82660203944166e-98
"MED13L",2.49751744600578e-102,0.340925531422387,0.146,0.116,5.06646389096733e-98
"VAMP2",5.18779842501537e-102,0.230446813168746,0.335,0.297,1.05239678849862e-97
"NSA2",7.44534125514066e-102,0.222737774707829,0.318,0.278,1.51036192701783e-97
"TOMM20",1.23612459507636e-101,0.244088051418674,0.285,0.247,2.50760235357191e-97
"PSMD7",1.71696778449402e-101,-0.272333300486798,0.158,0.192,3.48304084762457e-97
"HSBP1",2.35007411583384e-101,-0.195593541118747,0.344,0.386,4.76736035138053e-97
"EIF4EBP2",2.86919930263448e-101,0.282105396389516,0.188,0.154,5.82045770532431e-97
"HLA-F",4.93884763072411e-101,-0.266791940192311,0.215,0.253,1.00189463036869e-96
"LSP1",7.22780388335899e-101,0.155129725171124,0.583,0.547,1.4662322957782e-96
"ATP5PD",1.0284367276075e-100,-0.186702257005789,0.375,0.416,2.08628674562458e-96
"CMTM3",2.46025265669456e-100,0.352293256170398,0.159,0.129,4.99086853937059e-96
"ITGB2",1.86750642493851e-99,-0.133258379831905,0.584,0.613,3.78842353363027e-95
"EIF1AX",1.91691602281693e-99,0.238613233324319,0.278,0.24,3.88865584388642e-95
"NDUFB3",2.67902733451007e-99,-0.235286998395367,0.212,0.25,5.43467485078713e-95
"EIF3A",1.38386483691287e-98,0.230783887379878,0.299,0.26,2.80730820816144e-94
"FAU",3.85600142349563e-98,0.0590802427149608,0.978,0.978,7.82228448770324e-94
"BIRC6",5.81851669192154e-98,0.30342509333143,0.135,0.107,1.1803442961232e-93
"ANKRD44",9.61320024989493e-98,0.332920753548759,0.123,0.096,1.95013380269369e-93
"NUDT3",1.10581871184117e-97,0.335158417557635,0.151,0.121,2.24326383884099e-93
"ILF3",1.39190283337747e-97,0.350098709944849,0.134,0.105,2.82361408778953e-93
"PET100",2.63494467936923e-97,0.166802461196467,0.434,0.391,5.34524877656841e-93
"POMP",7.7462725874624e-97,-0.154550556187236,0.48,0.52,1.57140885709262e-92
"BST1",8.33813765278583e-97,-0.274784556356771,0.178,0.213,1.69147460424413e-92
"VPS29",2.29744335589511e-96,-0.179994466013357,0.293,0.334,4.66059359176881e-92
"PSMA3-AS1",2.68915119191806e-96,0.299020134620078,0.183,0.15,5.45521210792498e-92
"PCF11",6.64178868584352e-96,0.374172346567846,0.102,0.077,1.34735325281022e-91
"TMEM256",1.74647983369449e-95,0.252395855224205,0.267,0.232,3.54290899063264e-91
"BRD2",2.88739230513214e-95,0.316448324203587,0.16,0.129,5.85736403019106e-91
"EIF5A",3.89063322163479e-95,0.240356058135596,0.286,0.249,7.89253855340833e-91
"NHERF1",1.80464934911825e-94,0.383938814238562,0.119,0.092,3.66091166962128e-90
"LRPAP1",2.8139605339326e-94,-0.246747538977358,0.171,0.205,5.70840033913567e-90
"USP16",7.76568154307114e-94,0.283845139966748,0.18,0.148,1.57534615782741e-89
"NAPA",8.47430771525256e-94,-0.34259527503443,0.117,0.147,1.71909806311613e-89
"PABPN1",7.36680945127669e-93,0.303979954267787,0.182,0.151,1.49443096528599e-88
"NAGK",2.09005921353075e-92,-0.262355960030828,0.187,0.222,4.23989412056848e-88
"SLCO3A1",4.2094535493021e-92,0.310460970932219,0.133,0.106,8.53929747011425e-88
"C1orf162",5.7363810294636e-92,-0.135270190322013,0.563,0.594,1.16368225563699e-87
"NUCKS1",1.78952096766339e-91,0.301375325773673,0.185,0.154,3.63022223500196e-87
"ARPC1B",2.05457903399065e-91,-0.0897382082038183,0.727,0.742,4.16791902835343e-87
"LMAN2",3.29916316446418e-91,-0.243916435448072,0.16,0.193,6.69268239543203e-87
"HSP90AB1",6.40492031210558e-91,0.182168262961516,0.397,0.359,1.29930213451374e-86
"ASH1L",1.05827588595189e-90,0.337680039465684,0.123,0.097,2.146818462242e-86
"CLTA",1.41452298921165e-90,-0.197746112852722,0.306,0.345,2.86950133591475e-86
"KLF6",4.95406160674727e-90,0.119910643084984,0.683,0.65,1.00498093754475e-85
"FOSB",6.3500912154109e-90,0.122128026931299,0.632,0.595,1.28817950395825e-85
"CELF2",7.79666534460101e-90,0.181908844118946,0.377,0.337,1.58163153180576e-85
"UQCR10",2.50903532414276e-89,-0.142052871803208,0.5,0.539,5.089829058556e-85
"RNH1",2.61050504083387e-89,-0.195955633347066,0.297,0.335,5.29567052583558e-85
"CD93",3.60206088626668e-89,0.233442746609198,0.222,0.188,7.30714071388058e-85
"HLA-DPA1",4.93419636357353e-89,-0.156037333771792,0.557,0.576,1.00095107431453e-84
"CDKN1A",5.81118907442607e-89,-0.162449132867813,0.197,0.23,1.17885781563807e-84
"NKTR",6.35118088854845e-89,0.293520651070509,0.18,0.149,1.28840055505094e-84
"CPPED1",8.36658263621286e-89,-0.244677440815767,0.183,0.217,1.69724495358214e-84
"SRGN",9.52603226100092e-89,-0.0629455461762731,0.95,0.952,1.93245090446665e-84
"FAM91A1",3.22906229932218e-88,0.287819798101344,0.125,0.1,6.55047578040498e-84
"PRKCB",3.46560907682009e-88,0.207270030101705,0.321,0.283,7.03033457323723e-84
"HNRNPU",4.66694015973039e-88,0.175218646121632,0.437,0.401,9.46735480802906e-84
"GNG5",7.58043485865387e-88,-0.148932914406382,0.442,0.482,1.53776701542653e-83
"CD55",9.70069475483674e-88,0.21958449713007,0.284,0.247,1.96788293796618e-83
"MBP",2.19976906590554e-87,0.291477991388061,0.151,0.122,4.46245152709599e-83
"UBE2L3",2.51267189493147e-87,-0.189442167350694,0.261,0.298,5.09720620605799e-83
"SLC36A4",2.76200922550821e-87,0.318909968313928,0.118,0.093,5.60301191486595e-83
"ARPC5",3.81537014420096e-87,-0.133823702139781,0.567,0.6,7.73985987452606e-83
"MPLKIP",7.44058391129962e-86,-0.266067684707116,0.107,0.134,1.50939685224624e-81
"PELI1",7.96752893767477e-86,0.197413640566012,0.131,0.108,1.6162929202967e-81
"ATF4",9.46623285211215e-86,0.214931981461961,0.304,0.269,1.92031999637947e-81
"LENG8",2.07256214400512e-85,0.276959826804805,0.155,0.126,4.20439956532878e-81
"HNRNPC",4.94359647441202e-85,0.151339235961863,0.521,0.488,1.00285798079922e-80
"RHOG",7.29840411052144e-85,-0.170922619416693,0.378,0.415,1.48055425786038e-80
"CSTB",3.31726851756442e-84,-0.144551347498499,0.48,0.514,6.72941091473117e-80
"DAZAP2",3.35348838158788e-84,0.127381945424085,0.622,0.593,6.80288653088918e-80
"LILRA5",5.33712474003008e-84,-0.241778378164567,0.228,0.262,1.0826891247625e-79
"OGA",8.30046791100534e-84,0.24648601224788,0.186,0.155,1.68383292042654e-79
"VCAN",1.01115820810359e-83,0.101208226621814,0.811,0.794,2.05123554095894e-79
"SNRPD2",1.4731774857422e-83,0.158098603311205,0.487,0.454,2.98848784757663e-79
"CD53",5.89954180853159e-83,-0.194141298256129,0.324,0.359,1.19678105127872e-78
"TAGLN2",6.72100199477513e-83,-0.158287225565323,0.446,0.467,1.36342246466008e-78
"RBM25",1.11825675538714e-82,0.206986231374697,0.31,0.274,2.26849565397835e-78
"PPP1R15A",2.06341822366852e-82,0.159335884952498,0.414,0.375,4.18585020853396e-78
"DNAJB1",2.38154068748137e-82,0.335952946211352,0.129,0.103,4.83119343862472e-78
"VAMP8",4.41037986265918e-82,-0.112050814808577,0.626,0.652,8.94689658939042e-78
"FGL2",9.59324418229173e-81,-0.134884961928333,0.6,0.628,1.9460855148197e-76
"PLEKHO1",1.76738765206055e-80,0.247638858836112,0.224,0.192,3.58532259097004e-76
"CFP",2.07647258280307e-80,-0.144958907049098,0.476,0.509,4.2123322814743e-76
"DPYD",3.47386147261107e-80,0.188578310540855,0.229,0.197,7.04707538333881e-76
"UQCRQ",4.2453987296605e-80,0.143453557591607,0.549,0.515,8.6122158629893e-76
"SF1",8.71343418525441e-80,0.215124144680239,0.276,0.241,1.76760725882071e-75
"SRI",1.23883866570727e-79,-0.214908159467524,0.169,0.2,2.51310811725376e-75
"GMFG",1.25284303043872e-79,-0.0795617009362686,0.802,0.818,2.54151737154799e-75
"NOTCH2",3.53201193402072e-79,0.242563559190333,0.192,0.161,7.16503940935444e-75
"PKN2",6.8472855801193e-79,0.298374407232615,0.134,0.108,1.389040352783e-74
"HEXB",8.48578735195006e-79,-0.216996519835305,0.173,0.204,1.72142682221659e-74
"PARP8",9.93090412195646e-79,0.322211541839917,0.104,0.081,2.01458321018009e-74
"WARS1",2.9258061253872e-78,-0.265066025618401,0.2,0.229,5.93529030596048e-74
"KRTCAP2",3.25251683381459e-78,0.229506868296791,0.248,0.216,6.59805564907628e-74
"PTBP3",3.35229259374375e-78,0.219697485741698,0.21,0.178,6.80046075566856e-74
"CHMP2A",6.49001442261455e-77,-0.18404634407392,0.308,0.344,1.31656432577159e-72
"EVI5",7.06305767227093e-77,0.339844800225826,0.111,0.088,1.43281187939688e-72
"HNRNPH3",9.38704501924861e-77,0.251791747121822,0.195,0.166,1.90425595260477e-72
"HMGN2",1.43677587677382e-76,0.140048853916113,0.545,0.512,2.91464354362338e-72
"RCSD1",1.57071486223401e-76,0.23105370781026,0.225,0.193,3.18635216952792e-72
"MIDN",2.28021386061832e-76,0.217041300790462,0.299,0.269,4.62564183765033e-72
"DYNLRB1",2.58003859636623e-76,-0.230662604847418,0.193,0.225,5.23386629658853e-72
"MGST3",5.74615408211716e-76,-0.216343035048969,0.197,0.229,1.16566481709829e-71
"NUFIP2",6.739613653868e-76,0.262026640396001,0.17,0.142,1.36719802582366e-71
"H2AJ",1.50235275883161e-75,-0.203282755161286,0.23,0.263,3.04767280656581e-71
"SF3B1",2.25592013021498e-75,0.184107260669745,0.318,0.283,4.57635957615411e-71
"PKM",2.8152258954758e-75,-0.147125710594859,0.438,0.468,5.7109672515622e-71
"EVL",3.08932437954603e-75,0.294386010262896,0.126,0.102,6.26700343634707e-71
"COX7C",5.18355543616406e-75,0.087900105883675,0.841,0.825,1.05153605578024e-70
"LSM7",5.75318120159111e-75,0.188542246041936,0.362,0.331,1.16709033855477e-70
"EPC1",2.51781911651564e-74,0.236227617327147,0.206,0.176,5.10764785976363e-70
"CYSLTR1",3.03974334148787e-74,-0.381346982995351,0.081,0.103,6.16642334254229e-70
"GLIPR2",4.83840420015889e-74,-0.172014955034231,0.308,0.344,9.81518676044232e-70
"USP3",1.2756768195283e-73,0.225856249564925,0.245,0.214,2.5878379960951e-69
"TRA2A",5.63716549533843e-73,0.230705299085972,0.2,0.171,1.14355539238435e-68
"EIF3M",6.17817032860996e-73,0.168344095126144,0.418,0.385,1.25330363286182e-68
"LILRB2",7.93988349882146e-73,-0.237422226488377,0.216,0.245,1.61068476657092e-68
"ENO1",1.79126953185551e-72,-0.130736189477057,0.507,0.535,3.63376937232208e-68
"SAT1",3.35390433692679e-72,-0.0830559923556793,0.942,0.948,6.80373033788968e-68
"UQCR11",3.69503125244319e-72,0.0993209200586835,0.783,0.759,7.49574039870625e-68
"TBL1XR1",4.12625490310232e-72,0.303997053385388,0.098,0.077,8.37052069643336e-68
"MAP3K2",8.65361856930239e-72,0.248930946281713,0.178,0.15,1.75547306296868e-67
"CCNY",1.83608676251874e-71,0.233077805750237,0.196,0.167,3.72468560644551e-67
"SP3",2.61134670153629e-71,0.305794285719269,0.121,0.098,5.29737791873652e-67
"CSTA",3.98780497161168e-71,-0.0564646890768463,0.855,0.863,8.08966116541145e-67
"PSMB6",5.56236994851726e-71,-0.136234697262245,0.248,0.28,1.12838236775621e-66
"STT3B",6.08057812500651e-71,0.270421546797746,0.142,0.117,1.23350607843882e-66
"ARGLU1",7.4532441449623e-71,0.198407223767357,0.318,0.287,1.51196510724705e-66
"RGS10",1.00075082286824e-70,-0.182361655799106,0.285,0.319,2.03012311927051e-66
"ACTB",2.00321589658456e-70,-0.0434551932189065,0.998,0.999,4.06372376781144e-66
"HSP90AA1",2.82505187897771e-70,-0.116686550967692,0.524,0.558,5.73090024169418e-66
"RHOA",4.7832211608427e-70,-0.09472792780831,0.668,0.687,9.7032424468855e-66
"TCF25",1.88448935304702e-69,0.187944402623848,0.312,0.28,3.82287510159117e-65
"VPS13C",2.08986574843885e-69,0.202867883055447,0.216,0.186,4.23950165728305e-65
"SEC61G",2.48354998137105e-69,0.126353114058098,0.574,0.541,5.03812949220931e-65
"SYNCRIP",3.93950179806711e-69,0.244890518319108,0.165,0.138,7.99167334755895e-65
"PELATON",7.89814643017485e-69,0.229572016943801,0.258,0.229,1.60221798482527e-64
"FAR1",1.01020469608495e-68,0.263411373921998,0.131,0.107,2.04930124647793e-64
"RBBP4",1.52729285106786e-68,0.24348836782251,0.163,0.137,3.09826627767626e-64
"SEPTIN9",1.58783668478253e-68,0.231246689830469,0.221,0.192,3.22108549874983e-64
"ZFAND5",3.76999687845092e-68,-0.176301613220676,0.397,0.418,7.64781566762554e-64
"CSF2RA-ENSG00000198223",5.74145365903492e-68,0.292560822262194,0.144,0.119,1.16471128927182e-63
"HNRNPUL1",1.19602082215335e-67,0.269985064472481,0.15,0.125,2.42624783982029e-63
"TPM4",3.0586019815685e-67,0.251689872333373,0.2,0.174,6.20467997980987e-63
"UQCRB",3.92270797797709e-67,0.0872917410121032,0.858,0.839,7.95760540412432e-63
"SPN",4.27165098990029e-67,0.309339768012904,0.124,0.101,8.66547119811172e-63
"CD36",4.28341431708317e-67,0.14176703012366,0.47,0.437,8.68933428363492e-63
"HLA-DRB1",8.33329497074654e-67,-0.0926255999048324,0.775,0.785,1.69049221776564e-62
"MYL6",2.02350504343031e-66,-0.0525425750867905,0.916,0.922,4.10488233110273e-62
"SLC25A5",2.67551021017183e-66,0.15649303750657,0.426,0.399,5.42754001235458e-62
"NOP10",2.75217582697096e-66,-0.124486501540896,0.494,0.527,5.5830638825933e-62
"NCF1",3.78132694268461e-66,-0.12654956289613,0.548,0.577,7.67079983593e-62
"PSMD8",6.82320293768425e-66,-0.169406280865194,0.188,0.216,1.38415494793863e-61
"QKI",7.02826379016109e-66,0.177255406982843,0.257,0.226,1.42575359247208e-61
"PPIB",9.13762914807073e-66,-0.159632141618384,0.341,0.374,1.85365944897763e-61
"ODF3B",2.45381263791467e-65,-0.188027321709464,0.222,0.253,4.97780431727369e-61
"HADHA",3.25110729686022e-65,0.215846544708257,0.25,0.222,6.59519626241065e-61
"N4BP2L2",6.30582902053546e-65,0.172345450900004,0.361,0.33,1.27920047510582e-60
"LAPTM4A",6.39206973723936e-65,-0.150507752938791,0.357,0.391,1.29669526689638e-60
"TCEA1",8.18002592573898e-65,0.231580867978024,0.195,0.168,1.65940005929541e-60
"UBL3",1.53432310207342e-64,0.305315536257395,0.103,0.083,3.11252784486613e-60
"H1-10",2.58558696561948e-64,0.238783934081115,0.229,0.203,5.24512171845568e-60
"CELF1",3.18220156957284e-64,0.225661834619955,0.192,0.165,6.45541410403546e-60
"MYCBP2",5.50885983241791e-64,0.224741533900026,0.201,0.173,1.1175273056043e-59
"HNRNPK",2.56067452021968e-63,0.130352620466332,0.519,0.49,5.19458433171765e-59
"SNRPF",2.75665002865256e-63,0.20008925754488,0.279,0.251,5.59214024812459e-59
"EIF3H",3.28660699290742e-63,0.138162832479576,0.479,0.452,6.66721094581198e-59
"PDCD4",6.60183603068856e-63,0.263407735921667,0.12,0.098,1.33924845718548e-58
"PTPRC",7.63567416846913e-63,0.0954167174781331,0.675,0.66,1.54897286181565e-58
"UPP1",8.54521874935921e-63,-0.205589544083628,0.213,0.242,1.73348307549501e-58
"ANAPC16",1.34693277200321e-62,0.19365161590807,0.286,0.257,2.73238782128571e-58
"JMJD1C",1.46097357050736e-62,0.178210170775657,0.254,0.224,2.96373098513123e-58
"CXCL8",2.22160722965013e-62,0.14499099927728,0.405,0.37,4.50675242606825e-58
"KHDRBS1",2.67405773300219e-62,0.216561104621284,0.229,0.201,5.42459351716825e-58
