"","ID","Description","RichFactor","FoldEnrichment","p.adjust","qvalue","geneID","Count"
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus",0.0559139784946237,2.98735873770142,4.81742017211783e-05,3.69825831154636e-05,"MIF/S100A9/HLA-C/PLSCR1/PCBP2/CLEC7A/DDX3X/BIRC2/PYCARD/GRN/LY96/CYBA/NMI/TREX1/HMGB1/IFI16/NONO/FCN1/HLA-E/NFKBIA/SFPQ/HLA-F/CASP1/S100A8/NOP53/TYROBP",26
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway",0.082051282051282,4.38381637248493,5.3476445869724e-05,4.10530332301744e-05,"MIF/S100A9/DDX3X/CD44/PYCARD/IVNS1ABP/RACK1/NONO/SFPQ/TPT1/S100A8/ENO1/SOD2/HNRNPK/PMAIP1/HIF1A",16
"GO:0070482","GO:0070482","response to oxygen levels",0.061624649859944,3.29246712849446,6.80154164811125e-05,5.22143741520433e-05,"ZFP36L1/MDM4/MT-CO1/BIRC2/MT-ATP6/MT-CO2/MT-ND5/CYBA/MT-ND4/NONO/JUND/DDIT4/MT-CYB/CPEB4/BNIP2/NOP53/MT-ND2/ENO1/FOS/SOD2/PMAIP1/HIF1A",22
"GO:0097305","GO:0097305","response to alcohol",0.0678571428571429,3.62545528126265,8.2502537356422e-05,6.33359108404109e-05,"BIRC2/EEF2/MT-CO2/CYBA/SGK1/MT-ND4/CD68/EEF1B2/JUND/MT-CYB/GNG2/HNRNPD/S100A8/CALM3/CD4/FOS/SOD2/RGS2/BTG2",19
"GO:0043123","GO:0043123","positive regulation of canonical NF-kappaB signal transduction",0.0732758620689655,3.91496532187164,9.87479843326617e-05,7.58072870455409e-05,"BST2/TRIM22/CLEC7A/TNFSF10/BIRC2/LTB/LGALS9/PYCARD/RBX1/S100A4/GAPDH/LGALS1/NAMPT/CASP1/RHOA/CD4/CARD16",17
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process",0.0810810810810811,4.33198070591838,0.000113213297192852,8.69120820609194e-05,"MT-ND3/MT-ND4L/MT-ATP6/MT-ND5/ATP5ME/ATP5PD/MT-ND4/ATP5F1C/NDUFA12/NDUFB1/NDUFB3/ATP5MJ/MT-ND2/ENO1/ALDOA",15
"GO:0045089","GO:0045089","positive regulation of innate immune response",0.0555555555555556,2.96820900220334,0.000116525818401186,8.94550529152776e-05,"S100A9/HLA-C/PLSCR1/PCBP2/CLEC7A/DDX3X/BIRC2/PYCARD/LY96/CYBA/NMI/TREX1/HMGB1/IFI16/NONO/FCN1/HLA-E/NFKBIA/SFPQ/HLA-F/CASP1/S100A8/NOP53/TYROBP",24
"GO:0032640","GO:0032640","tumor necrosis factor production",0.076530612244898,4.0888593397699,0.000202195065416859,0.000155221997358562,"MIF/FCER1G/FOXP1/CLEC7A/LGALS9/PYCARD/LY96/CYBA/TREX1/HMGB1/VSIR/FCGR1A/HLA-E/FXR1/TYROBP",15
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production",0.076530612244898,4.0888593397699,0.000202195065416859,0.000155221997358562,"MIF/FCER1G/FOXP1/CLEC7A/LGALS9/PYCARD/LY96/CYBA/TREX1/HMGB1/VSIR/FCGR1A/HLA-E/FXR1/TYROBP",15
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation",0.0809248554913295,4.32363392228463,0.000215724311731556,0.000165608188690155,"TNFSF13B/MIF/BST2/HLA-A/LGALS9/PYCARD/MEF2C/HMGB1/PPP3CA/CORO1A/HLA-E/AIF1/BST1/CD4",14
"GO:0002819","GO:0002819","regulation of adaptive immune response",0.0714285714285714,3.81626871711858,0.000221810692702305,0.000170280608410275,"TNFSF13B/HLA-C/B2M/FCER1G/HLA-A/CLEC7A/LGALS9/PYCARD/MEF2C/HMGB1/LGALS1/FCGR1A/HLA-E/HLA-F/JUNB/CD4",16
"GO:0009895","GO:0009895","negative regulation of catabolic process",0.0558375634517767,2.98327605297594,0.000233857470479535,0.000179528731773034,"ANXA2/CST3/CIRBP/PABPC1/MDM4/SORL1/TIMP1/CSDE1/RBX1/CTSA/EIF4G2/SYNCRIP/DDIT4/FXR1/IL10RA/HNRNPD/RNH1/NOP53/YBX1/HNRNPC/HNRNPU/FUS",22
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation",0.0849673202614379,4.53961376807569,0.000250591407365122,0.00019237511406084,"TNFSF13B/MIF/HLA-A/LGALS9/PYCARD/MEF2C/HMGB1/PPP3CA/CORO1A/HLA-E/AIF1/BST1/CD4",13
"GO:0052547","GO:0052547","regulation of peptidase activity",0.222222222222222,11.8728360088133,0.0003189337386368,0.000244840455597538,"TIMP1/GRN/GAPDH/VSIR/TANK/MBP",6
"GO:0071214","GO:0071214","cellular response to abiotic stimulus",0.0563380281690141,3.01001476279775,0.000440690527718341,0.000338311243097905,"COPS9/ZFP36L1/DDX3X/PYCARD/TIMP1/CRIP1/SLC38A2/RBX1/CYBA/TREX1/NPM1/IFI16/CHP1/MAP3K1/ATM/CASP1/NUCKS1/TANK/RCSD1/MAP3K2",20
"GO:0051336","GO:0051336","regulation of hydrolase activity",0.0736842105263158,3.93678246608021,0.000476795333554572,0.00036602833928217,"S100A10/TIMP1/GRN/HMGB1/GAPDH/VSIR/RACK1/CHP1/RHOG/RGS10/EVI5/RHOA/TANK/MBP",14
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus",0.0833333333333333,4.452313503305,0.000565204615519533,0.000433898765809865,"ISG15/HLA-A/PCBP2/LGALS9/GRN/NMI/TREX1/IFI16/STAT2/HLA-E/HLA-F/CARD16",12
"GO:0051607","GO:0051607","defense response to virus",0.0568862275449102,3.03930382860342,0.000607500751845816,0.000466368849822946,"ISG15/IFI6/IFITM3/BST2/PLSCR1/PCBP2/TRIM22/IFITM2/STAT1/PYCARD/TREX1/IFI16/STAT2/DDIT4/CASP1/TANK/DDX17/ISG20/PMAIP1",19
"GO:0006909","GO:0006909","phagocytosis",0.0637450199203187,3.40575375551618,0.000697562418558581,0.000535507786343357,"FCER1G/PLSCR1/CLEC7A/PYCARD/CYBA/TREX1/HMGB1/FCGR1A/LRP1/CDC42SE2/CORO1A/RACK1/FCN1/AIF1/CD302/TYROBP",16
"GO:0001906","GO:0001906","cell killing",0.0604982206405694,3.23228453620719,0.000741958423629095,0.000569589906832195,"GNLY/HLA-C/B2M/HLA-A/LGALS9/GAPDH/LGALS3/PPBP/FCGR1A/CORO1A/PRDX1/HMGN2/FCN1/HLA-E/HLA-F/NKG7/TYROBP",17
"GO:0045824","GO:0045824","negative regulation of innate immune response",0.0961538461538462,5.13728481150577,0.000771061351309777,0.000591931770389864,"ISG15/HLA-A/LGALS9/GRN/NMI/TREX1/IFI16/STAT2/HLA-E/HLA-F",10
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation",0.066079295154185,3.53046885724626,0.000783554176022072,0.000601522317026078,"ISG15/B2M/ZFP36L1/FOXP1/ID2/CSF3R/STAT1/MEF2C/HMGB1/PPP3CA/NFKBIA/CD4/FOS/TYROBP/HIF1A",15
"GO:0002274","GO:0002274","myeloid leukocyte activation",0.0627450980392157,3.35233016719436,0.000794636918071174,0.000610030365199878,"MIF/FCER1G/PLSCR1/FOXP1/LGALS9/PYCARD/GRN/NMI/TREX1/HMGB1/KMT2E/JUND/PTPRE/AIF1/VAMP2/TYROBP",16
"GO:0002281","GO:0002281","macrophage activation involved in immune response",0.25,13.356940509915,0.000811712256253914,0.000623138835937448,"GRN/NMI/TREX1/HMGB1/TYROBP",5
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus",0.0550724637681159,2.9423984891407,0.000864149138617926,0.00066339381248209,"BLVRB/ZFP36L1/SORL1/STAT1/ATP2B1/RAB8A/RBX1/CYBA/CTSD/PPP3CA/NONO/PTPRE/EIF4EBP2/NCL/VAMP2/PKM/NUCKS1/FOS/SHOC2",19
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation",0.0549132947976879,2.93389444726457,0.000892339407763045,0.000685035042320016,"TNFSF13B/MIF/B2M/HLA-A/CLEC7A/LGALS9/PYCARD/MEF2C/HMGB1/VSIR/LGALS1/PPP3CA/CORO1A/HLA-E/AIF1/RHOA/BST1/CD4/TYROBP",19
"GO:0034341","GO:0034341","response to type II interferon",0.0852713178294574,4.55585567780047,0.00090087859599527,0.000691590443909536,"IFITM3/BST2/IFITM2/STAT1/LGALS9/CALM1/GAPDH/SYNCRIP/SP100/AIF1/CASP1",11
"GO:0030100","GO:0030100","regulation of endocytosis",0.0566037735849057,3.02421294564114,0.000955718243534032,0.000733689985794283,"ANXA2/B2M/FCER1G/PLSCR1/CLEC7A/ARPC3/PYCARD/CYBA/HMGB1/LGALS3/PPP3CA/CD63/FCGR1A/LRP1/RACK1/FCN1/CALM3/PICALM",18
"GO:0050729","GO:0050729","positive regulation of inflammatory response",0.0726256983240224,3.88022852802,0.000957516670082565,0.000735070609799079,"S100A9/FCER1G/PYCARD/GRN/NMI/LGALS1/FCGR1A/HLA-E/NFKBIA/PDCD4/CASP1/S100A8/NKG7",13
"GO:0044092","GO:0044092","negative regulation of molecular function",0.0564263322884013,3.01473265427549,0.000967625273608825,0.000742830827026027,"ID1/ID2/PYCARD/TIMP1/CALM1/NPM1/IFI16/GAPDH/RACK1/CHP1/NFKBIA/CYP1B1/PDCD4/COMMD6/EIF4A2/CALM3/CARD16/HNRNPU",18
"GO:0010038","GO:0010038","response to metal ion",0.0541310541310541,2.89210107906992,0.00100987685809329,0.000775266709285177,"MT2A/B2M/PLSCR1/MT-CO1/ID2/MEF2C/CRIP1/CALM1/LTA4H/PPP3CA/JUND/MT-CYB/HNRNPD/S100A8/CALM3/JUNB/FOS/SOD2/HIF1A",19
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway",0.051948051948052,2.77546815790442,0.00110787339088223,0.00085049711870369,"CD3D/FCER1G/HLA-A/BLVRA/PLSCR1/FOXP1/CLEC7A/MEF2C/LY96/CYBA/NMI/HMGB1/LGALS3/FCGR1A/FCN1/NFKBIA/MAP3K1/FPR1/CD53/TYROBP",20
"GO:0070661","GO:0070661","leukocyte proliferation",0.0533707865168539,2.85148168189197,0.00115866402072767,0.000889488292872334,"TNFSF13B/MIF/BST2/HLA-A/LGALS9/PYCARD/MEF2C/HMGB1/LGALS3/VSIR/PPP3CA/CORO1A/HLA-E/ATM/AIF1/BST1/JUNB/CD4/TYROBP",19
"GO:0002697","GO:0002697","regulation of immune effector process",0.0498812351543943,2.6650427620733,0.00123691237501116,0.00094955833373541,"MIF/S100A9/BST2/HLA-C/B2M/FCER1G/HLA-A/CLEC7A/LGALS9/PYCARD/GRN/TREX1/HMGB1/LGALS3/LGALS1/FCGR1A/FCN1/HLA-E/HLA-F/JUNB/TYROBP",21
"GO:0002228","GO:0002228","natural killer cell mediated immunity",0.0989010989010989,5.2840643775488,0.00128594032959935,0.000987196329607835,"HLA-C/HLA-A/LGALS9/CORO1A/PRDX1/HLA-E/HLA-F/NKG7/TYROBP",9
"GO:0010952","GO:0010952","positive regulation of peptidase activity",0.333333333333333,17.80925401322,0.00129301329388963,0.000992626133951079,"GRN/VSIR/TANK/MBP",4
"GO:0060337","GO:0060337","type I interferon-mediated signaling pathway",0.0978260869565217,5.22662889518414,0.00135394215059558,0.00103940026671823,"ISG15/IFITM3/IFITM2/STAT1/RBX1/TREX1/STAT2/SP100/TANK",9
"GO:0071216","GO:0071216","cellular response to biotic stimulus",0.0583941605839416,3.11986931618453,0.00145202184342868,0.0011146945168053,"CHMP5/MIF/B2M/CLEC7A/PYCARD/MEF2C/LY96/HMGB1/PPBP/CD68/NFKBIA/PDCD4/CASP1/RHOA/PABPN1/CARD16",16
"GO:0051345","GO:0051345","positive regulation of hydrolase activity",0.0862068965517241,4.60584155514311,0.0014914496985904,0.00114496266611521,"S100A10/GRN/VSIR/RACK1/RHOG/RGS10/EVI5/RHOA/TANK/MBP",10
"GO:0048872","GO:0048872","homeostasis of number of cells",0.0514905149051491,2.75102297765187,0.00163517456575054,0.00125529800444158,"ISG15/CHMP5/TNFSF13B/MIF/B2M/FCER1G/ZFP36L1/ID2/STAT1/LGALS9/MEF2C/HMGB1/CORO1A/KMT2E/PRDX1/SP3/HNRNPU/PMAIP1/HIF1A",19
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly",0.047945205479452,2.56160502929877,0.00184956350122265,0.00141988104561001,"ISG15/CLEC7A/DDX3X/BIRC2/SORL1/ARPC3/PYCARD/HMGB1/CAPG/NAPA/IFI16/LGALS3/CDC42EP3/CORO1A/RACK1/DNAJC15/ATM/RHOA/NOP53/H3-3B/EVL",21
"GO:0046651","GO:0046651","lymphocyte proliferation",0.0544871794871795,2.91112805985327,0.00188462699929449,0.00144679874606857,"TNFSF13B/MIF/HLA-A/LGALS9/PYCARD/MEF2C/HMGB1/LGALS3/VSIR/PPP3CA/CORO1A/HLA-E/ATM/AIF1/BST1/CD4/TYROBP",17
"GO:0048545","GO:0048545","response to steroid hormone",0.0524781341107872,2.8037892615565,0.00188798595821028,0.00144937736642649,"MT-ND3/ZFP36L1/FOXP1/CYBA/HMGB1/SGK1/DDX5/JUND/DDIT4/UBE2L3/UFM1/CNOT1/RHOA/CALM3/JUNB/FOS/DDX17/HNRNPU",18
"GO:0000302","GO:0000302","response to reactive oxygen species",0.0634146341463415,3.38810198300283,0.00270379457894021,0.00207566091746648,"FOXP1/STAT1/EEF2/MT-ND5/TREX1/TXN/RACK1/PRDX1/CYP1B1/ATM/FOS/SOD2/HIF1A",13
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host",0.266666666666667,14.247403210576,0.00270379457894021,0.00207566091746648,"LGALS9/HMGB1/LGALS1/CD4",4
"GO:0001503","GO:0001503","ossification",0.0461538461538462,2.46589670952277,0.00275766448296438,0.00211701600238364,"ISG15/ID1/ID2/ATP2B1/MEF2C/CLTC/PPP3CA/SBDS/SYNCRIP/DDX5/CLIC1/JUND/FBL/RHOA/JUNB/H3-3B/RSL1D1/SP3/HNRNPC/HNRNPU/HIF1A",21
"GO:0001649","GO:0001649","osteoblast differentiation",0.0566037735849057,3.02421294564114,0.00283679608869048,0.00217776410159998,"ID1/ID2/MEF2C/CLTC/PPP3CA/SYNCRIP/DDX5/CLIC1/JUND/FBL/JUNB/H3-3B/RSL1D1/HNRNPC/HNRNPU",15
"GO:0030595","GO:0030595","leukocyte chemotaxis",0.0590717299578059,3.15607033145671,0.00298301260554397,0.00229001224052472,"MIF/S100A9/FCER1G/CSF3R/LGALS9/HMGB1/LGALS3/PPBP/SBDS/CORO1A/AIF1/S100A8/BST1/PPIB",14
"GO:0072593","GO:0072593","reactive oxygen species metabolic process",0.0590717299578059,3.15607033145671,0.00298301260554397,0.00229001224052472,"IFI6/CLEC7A/BIRC2/CYBA/TXN/PRDX1/DDIT4/CYP1B1/RHOA/BST1/MT-ND2/SOD2/TYROBP/PMAIP1",14
"GO:0042742","GO:0042742","defense response to bacterium",0.0498614958448753,2.6639881349415,0.00312072089505756,0.00239572874605398,"ISG15/GNLY/S100A9/B2M/FCER1G/HLA-A/PLAC8/FOXP1/PYCARD/GRN/CYBA/PPBP/FCGR1A/HLA-E/RNF213/CASP1/S100A8/CD4",18
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis",0.0443548387096774,2.36977976788815,0.00327207295857301,0.00251191936403357,"EIF4B/DDX3X/SRSF6/NPM1/EIF2S3/WDR74/EIF3L/SBDS/RSL24D1/ATM/FBL/NOP53/SNRPD2/EIF3J/USP16/EIF1AX/MCTS1/DDX17/ISG20/EIF3E/CELF1/EIF3M",22
"GO:0009314","GO:0009314","response to radiation",0.0454545454545455,2.42853463816637,0.00327207295857301,0.00251191936403357,"MT-ND3/COPS9/CIRBP/ID2/TIMP1/CRIP1/RBX1/CYBA/TREX1/NPM1/IFI16/DYNLRB1/TXN/JUND/ATM/NUCKS1/TANK/HMGN1/FOS/SOD2/HIF1A",21
"GO:0035458","GO:0035458","cellular response to interferon-beta",0.172413793103448,9.21168311028622,0.00332386023497533,0.00255167564821566,"IFITM2/STAT1/CALM1/TREX1/IFI16",5
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity",0.0700636942675159,3.74334638494433,0.0033528667958411,0.00257394353247289,"HLA-C/B2M/HLA-A/LGALS9/FCGR1A/CORO1A/PRDX1/HLA-E/HLA-F/NKG7/TYROBP",11
"GO:0050764","GO:0050764","regulation of phagocytosis",0.0833333333333333,4.452313503305,0.00348452865363326,0.00267501828669751,"FCER1G/PLSCR1/CLEC7A/PYCARD/CYBA/HMGB1/FCGR1A/RACK1/FCN1",9
"GO:0062197","GO:0062197","cellular response to chemical stress",0.0507462686567164,2.7112595661917,0.0036590534064182,0.0028089982167217,"ZFP36L1/FOXP1/DDX3X/PYCARD/RBX1/TREX1/TXN/RACK1/PRDX1/CYP1B1/ATM/AIF1/CASP1/FOS/RCSD1/SOD2/HIF1A",17
"GO:0051051","GO:0051051","negative regulation of transport",0.0448717948717949,2.39739957870269,0.00374151214828348,0.0028723005064468,"ANXA2/B2M/PLSCR1/GSTO1/LGALS9/CALM1/HMGB1/LGALS3/OAZ1/PPP3CA/TXN/CORO1A/RACK1/SP100/CHP1/NFKBIA/HLA-F/UFM1/CALM3/PICALM/RGS2",21
"GO:0071243","GO:0071243","cellular response to arsenic-containing substance",0.235294117647059,12.5712381269788,0.00408682657506459,0.00313739300477846,"HNRNPA1/DDX3X/GSTO1/SLC38A2",4
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response",0.0909090909090909,4.85706927633273,0.00418000618572838,0.00320892553822832,"MIF/B2M/FCER1G/HLA-A/CLEC7A/PYCARD/HLA-E/HLA-F",8
"GO:1901873","GO:1901873","regulation of post-translational protein modification",0.0566801619433198,3.02829420467709,0.0041922934241365,0.00321835825946608,"ISG15/COPS9/DDX3X/BIRC2/RBX1/NMI/NPM1/CRTAP/IVNS1ABP/CHP1/UBE2L3/NOP53/TANK/HIF1A",14
"GO:0006935","GO:0006935","chemotaxis",0.0443037974683544,2.36705274859253,0.00431120862051899,0.00330964760058191,"TYMP/MIF/S100A9/FCER1G/BLVRA/CSF3R/LGALS9/HMGB1/S100A4/LGALS3/PPBP/SBDS/CORO1A/RHOG/AIF1/S100A8/RHOA/BST1/PPIB/FPR1/CYSLTR1",21
"GO:0046823","GO:0046823","negative regulation of nucleocytoplasmic transport",0.161290322580645,8.61738097413872,0.00431120862051899,0.00330964760058191,"TXN/SP100/CHP1/NFKBIA/UFM1",5
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity",0.1,5.34277620396601,0.00532658357005547,0.00408913510889457,"ID1/ID2/PYCARD/CHP1/NFKBIA/CYP1B1/COMMD6",7
"GO:0042060","GO:0042060","wound healing",0.0441501103752759,2.35884159115497,0.00590557386720306,0.00453361692742555,"CHMP5/ANXA2/FCER1G/S100A10/PLSCR1/CLEC7A/MYL12A/CD44/TIMP1/SRSF6/PABPC4/HMGB1/PPP3CA/RAP2B/CLIC1/SERPINA1/CHMP2A/CASP1/RHOA/HIF1A",20
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion",0.0519031141868512,2.77306723389239,0.0060362449663619,0.00463393109170378,"TNFSF13B/B2M/HLA-A/CD44/LGALS9/PYCARD/HMGB1/VSIR/LGALS1/PPP3CA/CORO1A/HLA-E/AIF1/RHOA/CD4",15
"GO:0001778","GO:0001778","plasma membrane repair",0.142857142857143,7.63253743423715,0.00704781155826228,0.00541049498327182,"CHMP5/ANXA2/S100A10/CHMP2A/CASP1",5
"GO:0140888","GO:0140888","interferon-mediated signaling pathway",0.0743801652892562,3.97396577154496,0.00704781155826228,0.00541049498327182,"ISG15/IFITM3/IFITM2/STAT1/RBX1/TREX1/STAT2/SP100/TANK",9
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening",0.111111111111111,5.93641800440667,0.00766524415750639,0.00588448835739977,"HNRNPA1/HNRNPA2B1/ATM/HNRNPD/HNRNPC/HNRNPU",6
"GO:0046631","GO:0046631","alpha-beta T cell activation",0.058252427184466,3.11229681784428,0.00804843645337782,0.00617865910491504,"CD3D/HLA-A/FOXP1/LGALS9/HMGB1/LGALS3/VSIR/LGALS1/HLA-E/RHOA/JUNB/NKG7",12
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation",0.0725806451612903,3.87782143836242,0.00826707502622238,0.00634650452639746,"HLA-A/LGALS9/HMGB1/LGALS3/VSIR/LGALS1/HLA-E/RHOA/JUNB",9
"GO:0002888","GO:0002888","positive regulation of myeloid leukocyte mediated immunity",0.19047619047619,10.1767165789829,0.00829257143453699,0.00636607772130162,"FCER1G/FCGR1A/HLA-E/TYROBP",4
