"","p_value","bonferroni_pval","fdr"
"MT-ATP6",2.16605204738881e-10,2.40215172055419e-07,2.26618086844735e-09
"CD44",2.22850457161573e-10,2.47141156992184e-07,2.30973043917929e-09
"PSMA3-AS1",2.30388037087655e-10,2.55500333130209e-07,2.36574382527971e-09
"GZMB",2.48638991174249e-10,2.75740641212242e-07,2.52973065332332e-09
"POLR2G",2.61996571665957e-10,2.90554197977546e-07,2.64140179979587e-09
"TRAPPC1",2.67429173931684e-10,2.96578953890237e-07,2.67188246747962e-09
"PFDN5",2.88916487786238e-10,3.20408384954938e-07,2.86078915138337e-09
"ANXA2R",2.92786878175935e-10,3.24700647897112e-07,2.87345706103639e-09
"SEM1",3.31802261424301e-10,3.6796870791955e-07,3.22779568350482e-09
"GSTK1",3.39237014014261e-10,3.76213848541816e-07,3.27142476992883e-09
"PTPRCAP",3.4790567854132e-10,3.85827397502324e-07,3.32609825433038e-09
"DYNLL1",4.46248307150232e-10,4.94889372629607e-07,4.22041638111597e-09
"TXN",4.49061436403684e-10,4.98009132971685e-07,4.22041638111597e-09
"SNHG25",4.7196881911828e-10,5.23413420402173e-07,4.39843210421994e-09
"EMP3",5.13619390351107e-10,5.69603903899377e-07,4.74669919916148e-09
"DCTN3",5.94297368183271e-10,6.59075781315247e-07,5.44690728359709e-09
"TLE4",6.4815031707104e-10,7.18798701631783e-07,5.89179263632609e-09
"RBMX",7.14925219471606e-10,7.92852068394012e-07,6.44595177556107e-09
"MDM4",8.02431910715268e-10,8.89896988983233e-07,7.17658862083252e-09
"NOP10",1.01047728139148e-09,1.12061930506315e-06,8.96495444050517e-09
"TAGLN2",1.06076125474313e-09,1.17638423151013e-06,9.33638278976295e-09
"HNRNPDL",1.09118613746405e-09,1.21012542644764e-06,9.52854666494201e-09
"TCF7",1.16546037692527e-09,1.29249555801012e-06,1.00976215469541e-08
"BUD31",1.25401690660648e-09,1.39070474942658e-06,1.07806569722991e-08
"TMSB10",1.26839781250291e-09,1.40665317406573e-06,1.08204090312748e-08
"FLNA",1.31862833675213e-09,1.46235882545811e-06,1.11630444691459e-08
"GZMM",1.38768886406261e-09,1.53894695024543e-06,1.16586890170108e-08
"CD53",1.43118911335514e-09,1.58718872671085e-06,1.19337498248936e-08
"ARGLU1",1.5620819084859e-09,1.73234883651086e-06,1.28531335493399e-08
"BAZ1A",1.56462852043362e-09,1.73517302916089e-06,1.28531335493399e-08
"LAMTOR2",1.77854218199341e-09,1.97240327983069e-06,1.45029652928728e-08
"MORF4L1",1.98137196085979e-09,2.19734150459351e-06,1.60389890846242e-08
"VIM",2.0072912093454e-09,2.22608595116405e-06,1.61310576171308e-08
"KLRB1",2.11963543650597e-09,2.35067569908512e-06,1.69113359646412e-08
"EIF3E",2.47050445684709e-09,2.73978944264342e-06,1.95699245903102e-08
"ATP6V0E1",3.13258294721034e-09,3.47403448845627e-06,2.46385424713211e-08
"S100A6",3.42571869887373e-09,3.79912203705096e-06,2.67543805426124e-08
"FAM107B",4.05315871886832e-09,4.49495301922497e-06,3.12600858730162e-08
"IL32",4.05901926574781e-09,4.50145236571433e-06,3.12600858730162e-08
"HNRNPM",4.58927733547762e-09,5.08950856504468e-06,3.51000590692736e-08
"COX5B",5.1817467574234e-09,5.74655715398255e-06,3.91794020861679e-08
"IFI16",5.19330217012324e-09,5.75937210666668e-06,3.91794020861679e-08
"EEF1B2",5.33052977206297e-09,5.91155751721783e-06,3.99429561974178e-08
"SRSF6",5.5745358704118e-09,6.18216028028668e-06,4.14910085925281e-08
"H2AZ2",6.13418043598851e-09,6.80280610351126e-06,4.5352040690075e-08
"EEF1A1",7.44331706821678e-09,8.2546386286524e-06,5.43095158384403e-08
"GNG5",7.44368476775737e-09,8.25504640744293e-06,5.43095158384403e-08
"IL2RG",7.7715579980171e-09,8.61865781980096e-06,5.63310968614442e-08
"NDUFS6",8.14095564824284e-09,9.02831981390131e-06,5.83012206421292e-08
"HLA-C",8.148502434202e-09,9.03668919953002e-06,5.83012206421292e-08
"CYBA",9.01277895053218e-09,9.99517185614019e-06,6.40716144624371e-08
"PIK3IP1",1.02076973835148e-08,1.13203363983179e-05,7.202774737592e-08
"LAMTOR5",1.02618431788957e-08,1.13803840853954e-05,7.202774737592e-08
"PCNP",1.13341189991078e-08,1.25695379700105e-05,7.90536979245943e-08
"EIF1AX",1.17959498593975e-08,1.30817083940719e-05,8.17606774629492e-08
"ATP6V1F",1.18754626565981e-08,1.31698880861673e-05,8.18005471190515e-08
"MT-ND2",1.22703879548469e-08,1.36078602419252e-05,8.39991372958348e-08
"MYL12A",1.45886650696948e-08,1.61788295622915e-05,9.92566230815431e-08
"SEC62",1.58071718391748e-08,1.75301535696448e-05,1.06891180302712e-07
"NONO",1.61541851550192e-08,1.79149913369163e-05,1.0857570507222e-07
"CHD2",1.66628565712138e-08,1.84791079374761e-05,1.11319927334193e-07
"CYTH1",1.77728742079176e-08,1.97101174965806e-05,1.17619043583196e-07
"ANP32E",1.78178533110703e-08,1.97599993219769e-05,1.17619043583196e-07
"TYROBP",1.83456297805282e-08,2.03453034266058e-05,1.20249915162555e-07
"NPM1",1.84332602142781e-08,2.04424855776344e-05,1.20249915162555e-07
"CD2",1.92549271497251e-08,2.13537142090452e-05,1.24875521690323e-07
"MSN",2.13261642051756e-08,2.36507161035398e-05,1.37504163392673e-07
"SH3BGRL",2.34433305554104e-08,2.59986535859502e-05,1.50281234600868e-07
"RHOA",2.42714530893954e-08,2.69170414761395e-05,1.54695640667468e-07
"COX4I1",2.47751030595811e-08,2.74755892930754e-05,1.57003367389002e-07
"NDUFA12",2.53087485453316e-08,2.80674021367728e-05,1.59473875777118e-07
"BLOC1S1",2.62298986212462e-08,2.9088957570962e-05,1.64344393056283e-07
"SNHG9",2.69808959261423e-08,2.99218135820918e-05,1.68100076303886e-07
"SCP2",2.90660925642585e-08,3.22342966537627e-05,1.80079869574093e-07
"CD69",3.34232815564566e-08,3.70664192461104e-05,2.0592455136728e-07
"YWHAQ",3.4160379013111e-08,3.78838603255401e-05,2.09303095721216e-07
"RPA3",3.59055853428304e-08,3.98192941451989e-05,2.18787330468126e-07
"TRA2A",3.63212112236322e-08,4.02802232470081e-05,2.20110509546492e-07
"PTMA",3.74031539842616e-08,4.14800977685461e-05,2.2543531395949e-07
"MATR3-ENSG00000015479",4.63864463000617e-08,5.14425689467684e-05,2.78067940252802e-07
"RNF181",4.80921944307625e-08,5.33342436237156e-05,2.86743245288794e-07
"ITGB1",4.86847790717881e-08,5.3991419990613e-05,2.88724171072797e-07
"METAP2",5.19682685312823e-08,5.76328098011921e-05,3.06557498942511e-07
"ASH1L",5.6963647077983e-08,6.31726846094831e-05,3.34247008515784e-07
"BNIP2",6.3389654988632e-08,7.02991273823929e-05,3.69995407275752e-07
"CSNK2B",6.3963095475647e-08,7.09350728824925e-05,3.71387816138704e-07
"RAC2",6.48439635729248e-08,7.19119556023736e-05,3.74541435429029e-07
"SNRPF",6.56890227583306e-08,7.28491262389886e-05,3.77120643461715e-07
"ENO1",6.59706085045741e-08,7.31614048315726e-05,3.77120643461715e-07
"LMAN2",6.87028711393291e-08,7.61914840935159e-05,3.90725559453928e-07
"PPIA",7.45577276791272e-08,8.26845199961521e-05,4.21859795898735e-07
"SMIM27",7.90018802339373e-08,8.76130851794365e-05,4.44736472992063e-07
"NDUFA6",1.00112276189917e-07,0.000111024514294618,5.60729870174837e-07
"SF3B5",1.28739616698099e-07,0.000142772234918192,7.17448416674333e-07
"NAP1L1",1.30539440905641e-07,0.000144768239964356,7.23841199821782e-07
"MAP1LC3B",1.3238865946604e-07,0.000146819023347838,7.30442902228052e-07
"VAMP8",1.44552153810074e-07,0.000160308338575372,7.93605636511742e-07
"BRWD1",1.52305379560672e-07,0.000168906665932785,8.30864292136459e-07
"ANAPC16",1.53098146420324e-07,0.00016978584438014,8.30864292136459e-07
"PPP1R2",1.53586275823241e-07,0.000170327179887974,8.30864292136459e-07
"ENY2",1.5443724987778e-07,0.000171270910114458,8.3141218502164e-07
"ARPC4",1.66573849601741e-07,0.000184730399208331,8.92417387479859e-07
"CORO1A",1.74466130526698e-07,0.000193482938754108,9.30206436317827e-07
"UXT",1.78055485675911e-07,0.000197463533614585,9.44801596242034e-07
"POMP",2.09564300833279e-07,0.000232406809624106,1.10669909344812e-06
"TMEM160",2.11845318585463e-07,0.000234936458311278,1.1134429303852e-06
"S100A4",2.19897126030572e-07,0.000243865912767904,1.15031090928257e-06
"NDUFA2",2.71807718347831e-07,0.000301434759647745,1.41518666501289e-06
"THUMPD3-AS1",2.78889003309911e-07,0.000309287904670692,1.44527058257332e-06
"YWHAB",2.88117367047165e-07,0.000319522160055307,1.48614958165259e-06
"BAX",2.90705516086327e-07,0.000322392417339737,1.49255748768397e-06
"NSD3",3.11525131568618e-07,0.000345481370909597,1.59208005027464e-06
"SON",3.82571923069866e-07,0.000424272262684481,1.94620303983707e-06
"SLC38A1",3.98172761734906e-07,0.00044157359276401,2.00824864226228e-06
"NEDD8",3.98390172495674e-07,0.000441814701297703,2.00824864226228e-06
"COX14",4.09907171873446e-07,0.000454587053607651,2.05009321061822e-06
"ALOX5AP",4.1038836136812e-07,0.000455120692757245,2.05009321061822e-06
"HCST",4.38796570520527e-07,0.000486625396707265,2.18217666684872e-06
"HNRNPD",4.67667601646836e-07,0.000518643370226341,2.31537218851045e-06
"TMBIM6",4.8780509263836e-07,0.000540975847735942,2.40433710104863e-06
"GSTP1",4.9816021616746e-07,0.000552459679729713,2.44451185721112e-06
"RNF7",5.06107232011274e-07,0.000561272920300503,2.47256793083922e-06
"PPP4C",5.56231730017755e-07,0.00061686098858969,2.70271671377305e-06
"CCNI",5.58090286252506e-07,0.000618922127454029,2.70271671377305e-06
"ZNHIT1",6.52717940941129e-07,0.000723864196503712,3.14723563697266e-06
"SBDS",6.60654939914252e-07,0.000732666328364905,3.17171570720738e-06
"AP2M1",7.12753369188215e-07,0.000790443486429731,3.4070839932316e-06
"PTP4A2",7.70746710870665e-07,0.000854758102355567,3.66848970968054e-06
"HLA-F",8.39482670777352e-07,0.000930986281892083,3.97857385423967e-06
"SNRPB",8.63263206223974e-07,0.000957358895702387,4.07386764128675e-06
"MORF4L2",9.95214093254479e-07,0.00110369242941922,4.6766628365221e-06
"SRGN",1.05052974002359e-06,0.00116503748168616,4.91576996492052e-06
"UBA52",1.09475170545631e-06,0.00121407964135104,5.10117496365984e-06
"OCIAD1",1.16518277455627e-06,0.00129218769698291,5.4066430836105e-06
"CST7",1.17967773162214e-06,0.00130826260436895,5.45109418487064e-06
"NDFIP1",1.31887631514833e-06,0.0014626338334995,6.06902005601453e-06
"C12orf75",1.33271880595158e-06,0.0014779851558003,6.10737667686075e-06
"RAB5IF",1.4143497520285e-06,0.00156851387499961,6.45478960905188e-06
"ACTG1",1.48082403082109e-06,0.00164223385018059,6.73046659910079e-06
"COX7B",1.52102987706193e-06,0.00168682213366168,6.88498830065993e-06
"NCL",1.68974796179734e-06,0.00187393048963325,7.61760361639533e-06
"TMED9",1.82573133890299e-06,0.00202473605484342,8.19731196292883e-06
"PRDX1",1.94474638416734e-06,0.00215672374004158,8.69646669371603e-06
"S100A11",1.97042077074442e-06,0.00218519663475556,8.74466636866937e-06
"HNRNPH1",1.97129539419959e-06,0.00218616659216734,8.74466636866937e-06
"BRK1",2.00315634670064e-06,0.00222150038849101,8.85059915733469e-06
"IDS",2.45427526250684e-06,0.00272179126612008,1.080075899254e-05
"NOSIP",2.50793162693692e-06,0.00278129617427305,1.09932655109607e-05
"RSL24D1",2.60960496421309e-06,0.00289405190531232,1.13939051390249e-05
"UQCR10",2.68087699490155e-06,0.00297309258734582,1.1624719863042e-05
"CWF19L2",2.68343398100879e-06,0.00297592828493875,1.1624719863042e-05
"C11orf58",2.71343256976338e-06,0.00300919671986759,1.17089366531813e-05
"GZMA",2.78633189491811e-06,0.00309004207146419,1.19769072537372e-05
"ETS1",3.09055390085254e-06,0.00342742427604547,1.32332983631099e-05
"COX7C",3.25736641330774e-06,0.00361241935235828,1.38939205859934e-05
"PFN1",3.33671386407735e-06,0.00370041567526178,1.4177837836252e-05
"ATP5MC3",3.45056381469492e-06,0.00382667527049667,1.46056308034224e-05
"COX6A1",3.52949976814997e-06,0.00391421524287831,1.48829476915525e-05
"BIRC2",3.5941743097112e-06,0.00398593930946972,1.50982549601126e-05
"PDIA3",3.9395701580594e-06,0.00436898330528788,1.64431252579834e-05
"CD52",3.94397774447573e-06,0.00437387131862358,1.64431252579834e-05
"PAPOLA",3.96508260558286e-06,0.00439727660959139,1.64692007849865e-05
"NDUFB1",4.20483604926628e-06,0.00466316317863631,1.73998626068519e-05
"ISG20",4.36654195220917e-06,0.00484249502499997,1.79771982557675e-05
"RNF213",4.37677504874412e-06,0.00485384352905723,1.79771982557675e-05
"GUK1",4.40563444578029e-06,0.00488584860037034,1.80289616249828e-05
"GADD45B",4.66324918683844e-06,0.00517154334820383,1.90130270154553e-05
"SAMD3",4.74930980075257e-06,0.0052669845690346,1.92929837693575e-05
"RABAC1",4.87665828381707e-06,0.00540821403675313,1.97380074334056e-05
"PNISR",5.07057897300421e-06,0.00562327208106167,2.04482621129515e-05
"CYTIP",5.11783074474942e-06,0.00567567429592711,2.05640373040837e-05
"MT-CO1",5.1396874153319e-06,0.00569991334360308,2.05773044895418e-05
"RAC1",5.26614694912423e-06,0.00584015696657877,2.09786591483117e-05
"PARK7",5.27776907338049e-06,0.00585304590237896,2.09786591483117e-05
"POLR2F",5.43975820855722e-06,0.00603269185328996,2.15453280474642e-05
"HNRNPU",5.71471718897578e-06,0.00633762136257414,2.25538126781998e-05
"RBX1",5.83618318658547e-06,0.00647232715392328,2.29515147302244e-05
"UBE2L3",5.95959263922629e-06,0.00660918823690195,2.33540220385228e-05
"CD63",6.01638162117392e-06,0.00667216721788187,2.34935465418376e-05
"TRAM1",6.11727332003818e-06,0.00678405611192234,2.38037056558679e-05
"TGOLN2",6.70740608371382e-06,0.00743851334683863,2.60087879260092e-05
"SUPT4H1",7.13792117516723e-06,0.00791595458326045,2.75817232866218e-05
"CHURC1",7.26303109664707e-06,0.0080547014861816,2.79677134936861e-05
"EIF3H",7.44069507225334e-06,0.00825173083512895,2.85527018516573e-05
"RICTOR",7.56271350883361e-06,0.00838704928129647,2.89208595906775e-05
"ATP5F1B",7.71089937930519e-06,0.00855138741164945,2.9386211036596e-05
"RBM3",8.33067907327732e-06,0.00923872309226455,3.16394626447416e-05
"JUN",8.58828761129884e-06,0.00952441096093041,3.24019889975671e-05
"PSMB6",8.58988707419723e-06,0.00952618476528473,3.24019889975671e-05
"SRP19",8.84771216235042e-06,0.00981211278804661,3.32613992815139e-05
"OGA",9.10990483940808e-06,0.0101028844669036,3.41313664422418e-05
"ANAPC11",9.23897592475515e-06,0.0102460243005535,3.44983983183618e-05
"CLEC2B",9.870503572663e-06,0.0109463884620833,3.67328471881989e-05
"EIF3D",9.97370427607493e-06,0.0110608380421671,3.69927693717963e-05
"CNOT7",1.00173883080833e-05,0.0111092836336644,3.7030945445548e-05
"RIPOR2",1.01578625234483e-05,0.0112650695385042,3.74254801943661e-05
"MPC2",1.06907782192607e-05,0.0118560730451601,3.92585200170864e-05
"TBCB",1.0999329262288e-05,0.0121982561518773,4.02582711283081e-05
"ANXA2",1.18842901590285e-05,0.0131796777863626,4.33542032446138e-05
"CRIP1",1.21585598027129e-05,0.0134838428212086,4.40751647994994e-05
"ATP6V1G1",1.21614070591946e-05,0.0134870004286468,4.40751647994994e-05
"ANXA1",1.26235822082868e-05,0.01399955266899,4.56011487589252e-05
"PRDX5",1.26767710678532e-05,0.0140585391142492,4.56045971389288e-05
"HLA-DRA",1.2706781348899e-05,0.014091820515929,4.56045971389288e-05
"RNF145",1.51493430683736e-05,0.0168006214628263,5.4085119461771e-05
"SNHG8",1.51672426984768e-05,0.0168204721526108,5.4085119461771e-05
"OAZ1",1.58040726538234e-05,0.0175267165730902,5.61753736316993e-05
"TRIR",1.60136522116217e-05,0.0177591403026885,5.673846742073e-05
"EMC4",1.65251959528337e-05,0.0183264423116925,5.83644659608042e-05
"TSC22D3",1.66847443118823e-05,0.0185033814418775,5.87408934662776e-05
"CAPZB",1.84115077318211e-05,0.0204183620745896,6.44317675179184e-05
"SMAP2",1.8417376287809e-05,0.0204248703031801,6.44317675179184e-05
"TAF7",1.85448996701689e-05,0.0205662937342173,6.467387966735e-05
"LTB",1.87723850603384e-05,0.0208185750319153,6.52619906956591e-05
"TUBA1B",2.2655147695687e-05,0.0251245587945169,7.85142462328652e-05
"ITGB2",2.51370572403558e-05,0.0278769964795546,8.68442257930049e-05
"CST3",2.79677600089509e-05,0.0310162458499266,9.63237448755484e-05
"PTGES3",2.93894516572159e-05,0.0325929018878524,0.000100906816990255
"PPP1R15A",3.05880927571853e-05,0.0339221948677185,0.00010415279946783
"CD3G",3.0606705637739e-05,0.0339428365522525,0.00010415279946783
"ACTB",3.06166029093893e-05,0.0339538126265127,0.00010415279946783
"ERP29",3.4734061971364e-05,0.0385200747262427,0.000117798393658235
"HSP90AB1",3.52673072348758e-05,0.0391114437234773,0.000119242206474016
"COPE",3.65039045622129e-05,0.0404828301594941,0.000123048115986304
"HIGD2A",3.81789316537065e-05,0.0423404352039605,0.000128304349102911
"FAM133B",3.83476137748916e-05,0.0425275036763547,0.000128310934988279
"COMMD6",3.84122907268789e-05,0.0425992304161087,0.000128310934988279
"RASGRP2",3.89673157674935e-05,0.0432147531861503,0.000129774033592043
"TPT1",4.08672474089163e-05,0.0453217773764882,0.000135693944240983
"TES",4.43187545302603e-05,0.0491494987740587,0.000146714921713608
