"","p_value","bonferroni_pval","fdr"
"FCGR2A",3.82012146086226e-08,7.5103587920552e-05,2.15196526992986e-07
"HNRNPUL1",4.02803297059419e-08,7.91911282018817e-05,2.26260366291091e-07
"SNRPD2",4.06699222469463e-08,7.99570671374965e-05,2.2779791207264e-07
"TALDO1",4.09017081113394e-08,8.04127581468932e-05,2.28445335644583e-07
"PPP4R3A",4.2700365765195e-08,8.39489190943734e-05,2.3735544651682e-07
"DNAJC3",4.27384679892951e-08,8.40238280669541e-05,2.3735544651682e-07
"PLBD1",4.32318286007841e-08,8.49937750291415e-05,2.39419084589131e-07
"CSF2RA-ENSG00000198223",4.48332676312213e-08,8.8142204162981e-05,2.47590461131969e-07
"AIF1",4.7478085067189e-08,9.33419152420935e-05,2.61461947456845e-07
"RBM5",4.8480508393476e-08,9.53126795015738e-05,2.66236534920597e-07
"DDIT4",4.94244422178267e-08,9.71684534002472e-05,2.70664215599574e-07
"USP3",5.05873941692861e-08,9.94548169368165e-05,2.76263380380046e-07
"ANP32B",5.21837941570199e-08,0.000102593339312701,2.84192075658452e-07
"HLA-E",5.2685127590966e-08,0.000103578960843839,2.86129726087953e-07
"CCNI",5.36399880248036e-08,0.000105456216456764,2.90096663918901e-07
"CD302",5.37106742962766e-08,0.00010559518566648,2.90096663918901e-07
"CLTA",5.58442326793138e-08,0.000109789761447531,3.00793866979537e-07
"MYCBP2",5.6239825597555e-08,0.000110567497124793,3.02096986679763e-07
"HEXB",5.7749012547494e-08,0.000113534558668373,3.09358470486031e-07
"BTG2",6.64416499544999e-08,0.000130624283810547,3.54957292963442e-07
"SSH2",6.68202305643073e-08,0.000131368573289428,3.56012393738288e-07
"CRIP1",7.07316140861865e-08,0.000139058353293443,3.75833387279575e-07
"PMAIP1",7.77363304424222e-08,0.000152829625649802,4.11939691778442e-07
"RHOG",7.92677818373612e-08,0.000155840459092252,4.18925965301753e-07
"HNRNPM",8.3625188940684e-08,0.000164407121457385,4.40769762620335e-07
"PPHLN1",8.57917610206114e-08,0.000168666602166522,4.50980219696583e-07
"LPGAT1",8.92027657029298e-08,0.00017537263737196,4.67660366325227e-07
"UQCC5",9.11822209804213e-08,0.000179264246447508,4.76766612892309e-07
"EMC3",9.15689392249212e-08,0.000180024534516195,4.77518659194151e-07
"C6orf62",9.37075224387881e-08,0.000184228989114657,4.87378278081104e-07
"LMAN2",9.39593656262191e-08,0.000184724112821147,4.8739871456767e-07
"PSMA4",9.9239991547489e-08,0.000195105823382363,5.13436377322009e-07
"CNOT1",1.00550120361548e-07,0.000197681536630803,5.18849177508668e-07
"RBM26",1.04761056302794e-07,0.000205960236691293,5.39162923275637e-07
"NDUFB1",1.09425871023235e-07,0.00021513126243168,5.61700424103604e-07
"APBB1IP",1.12435738946842e-07,0.000221048662769492,5.75647559295552e-07
"EVL",1.19412502889692e-07,0.000234764980681134,6.09779170600349e-07
"CALM3",1.25735572990246e-07,0.000247196136498825,6.40404498701618e-07
"MPLKIP",1.34375889344062e-07,0.000264182998450427,6.82643406848648e-07
"HNRNPK",1.36965875622175e-07,0.000269274911473196,6.94007503796897e-07
"TTC17",1.43680889989333e-07,0.000282476629719029,7.26161001848403e-07
"COMMD6",1.46665430594504e-07,0.000288344236548795,7.39344196278961e-07
"CASP1",1.49802794418201e-07,0.000294512293826183,7.53088769865423e-07
"PSMA3",1.50158086361773e-07,0.000295210797787246,7.53088769865423e-07
"TIMM13",1.67153173526284e-07,0.000328623139152674,8.36191193772709e-07
"SRSF7",1.70847910588156e-07,0.000335886992216315,8.52505056386586e-07
"SPINT2",1.85870327664462e-07,0.000365421064188333,9.25116618198311e-07
"EIF3F",1.87959100471427e-07,0.000369527591526826,9.33150483653602e-07
"EIF5",2.20955344460224e-07,0.0004343982072088,1.09420203327154e-06
"TRA2B",2.40762077648641e-07,0.000473338244657227,1.18929207200308e-06
"OAZ1",2.44817111926713e-07,0.000481310442047917,1.20629183470656e-06
"EIF3A",2.48978389997554e-07,0.000489491514735191,1.22372878683798e-06
"NDUFA4",2.5966707181766e-07,0.000510505463193519,1.27308095559481e-06
"MED30",2.60368264963267e-07,0.000511884008917783,1.27334330576563e-06
"MORF4L2",2.61586872948447e-07,0.000514279792216647,1.27612851666662e-06
"ARHGAP45",2.68505877204119e-07,0.000527882554583298,1.30663998659232e-06
"RBM25",2.90101574250113e-07,0.000570339694975722,1.40824616043388e-06
"YBX1",2.95480300809784e-07,0.000580914271392036,1.43082332855181e-06
"ATG16L2",3.27206826573199e-07,0.000643288621042909,1.58056172246415e-06
"SNHG8",3.33843262872842e-07,0.000656335854808007,1.60866631080394e-06
"OSTC",3.38816301338509e-07,0.00066611284843151,1.62863777122618e-06
"ANAPC5",3.69708959901391e-07,0.000726847815166135,1.7727995491857e-06
"FERMT3",3.88679572621062e-07,0.000764144039773008,1.85923124032362e-06
"DDX18",4.00369219402279e-07,0.000787125885344881,1.91049972171088e-06
"IRF2BP2",4.24420282874647e-07,0.000834410276131556,2.02036386472532e-06
"ZNF106",4.30413348766291e-07,0.000846192643674528,2.0439435837549e-06
"HSBP1",4.40548870719213e-07,0.000866119079833973,2.08703392731078e-06
"SEC63",4.57514331933026e-07,0.00089947317658033,2.16219513601041e-06
"LSM7",4.63586641184726e-07,0.000911411336569171,2.18563869680856e-06
"HNRNPAB",4.67783535364948e-07,0.000919662430527488,2.20014935532892e-06
"S100A8",4.70810766512854e-07,0.000925613966964271,2.20910254645411e-06
"JUND",4.73902752971581e-07,0.000931692812342129,2.21831621986221e-06
"PICALM",5.12342580975537e-07,0.00100726551419791,2.39255466555322e-06
"COX5B",5.33597801602269e-07,0.00104905327795006,2.48590824158782e-06
"MT-CYB",5.38071433293148e-07,0.00105784843785433,2.50082373015208e-06
"UBA2",5.64276002749482e-07,0.00110936662140548,2.61643071086199e-06
"CLEC4E",5.89804098553737e-07,0.00115955485775665,2.72836437119211e-06
"GRK2",6.07296438609672e-07,0.00119394479830661,2.80268731996858e-06
"RNH1",6.5925019524259e-07,0.00129608588384693,3.0353299387516e-06
"HNRNPA0",6.88510694039295e-07,0.00135361202448125,3.16264491701228e-06
"POMP",7.03356723783127e-07,0.00138279931895763,3.22330843579867e-06
"CYTH1",7.30187506089724e-07,0.0014355486369724,3.33848520226139e-06
"H3-3B",7.4383639400441e-07,0.00146238235061267,3.39299849330086e-06
"SRSF11",8.05859098465502e-07,0.00158431898758318,3.66740506384994e-06
"RSRC1",8.86006795702877e-07,0.00174188936035186,4.02283916940383e-06
"BTF3",9.36651929874725e-07,0.00184145769413371,4.2429900786491e-06
"NHP2",9.7353965637608e-07,0.00191397896443537,4.39995164238017e-06
"MAP3K2",1.04982852134634e-06,0.00206396287296691,4.73385980038282e-06
"UBE2F",1.06071836724889e-06,0.00208537231001133,4.77201901604423e-06
"PTMA",1.07512066153404e-06,0.00211368722057592,4.82576990999069e-06
"NUCB1",1.19033398961228e-06,0.00234019662357774,5.33074401726137e-06
"MZT2B",1.2152323381624e-06,0.00238914677682728,5.42987903824381e-06
"CD53",1.26949922083886e-06,0.0024958354681692,5.65949085752652e-06
"HNRNPC",1.28858867972868e-06,0.00253336534434659,5.73159580168912e-06
"LILRB2",1.29197824751832e-06,0.00254002923462102,5.73370030388492e-06
"DNAJB1",1.31038280724642e-06,0.00257621259904646,5.80228062848303e-06
"CAPN2",1.3994343160382e-06,0.0027512878653311,6.18266936029461e-06
"GLIPR2",1.41732868611701e-06,0.00278646819690604,6.24768654014807e-06
"ATP5MJ",1.42086612579422e-06,0.00279342280331143,6.24926801635667e-06
"FPR1",1.57433617186079e-06,0.00309514491387832,6.90880561133553e-06
"CMPK1",1.58154714933401e-06,0.00310932169559067,6.91649102342253e-06
"GCHFR",1.58312358114961e-06,0.00311242096054014,6.91649102342253e-06
"PLEKHB2",1.59874644620865e-06,0.0031431355132462,6.96045945787708e-06
"EMP3",1.60026840028507e-06,0.00314612767496044,6.96045945787708e-06
"IDH3G",1.66461681744668e-06,0.00327263666310018,7.22436349470237e-06
"SRI",1.70144730827124e-06,0.00334504540806127,7.36794142744773e-06
"HADHA",1.72297197456166e-06,0.00338736290198822,7.44475363074335e-06
"JTB",1.7280957043877e-06,0.00339743615482622,7.45051788339083e-06
"HNRNPA3",1.74484249011743e-06,0.00343036033557087,7.50625893998002e-06
"FAR1",1.75198931713721e-06,0.00344441099749176,7.52054802945799e-06
"VPS29",1.7641882671972e-06,0.00346839413330969,7.54867159201117e-06
"COX7C",1.76622020972794e-06,0.00347238893232514,7.54867159201117e-06
"CACUL1",1.8492444411301e-06,0.00363561457126178,7.88528348691475e-06
"CCDC69",1.85300151116715e-06,0.00364300097095461,7.88528348691475e-06
"AIMP1",1.87089144544572e-06,0.00367817258174628,7.94421723919282e-06
"ARGLU1",1.87520138403198e-06,0.00368664592100688,7.94535758837689e-06
"ANP32E",2.03637549970693e-06,0.00400351423242382,8.60970802671789e-06
"NUMB",2.14422997277737e-06,0.00421555612648031,9.04323140578805e-06
"REX1BD",2.14811244481334e-06,0.00422318906650302,9.04323140578805e-06
"FLNA",2.25459889070532e-06,0.00443254141912666,9.47124234856123e-06
"RNPS1",2.37973509820569e-06,0.00467855920307239,9.97560597670019e-06
"DDX5",2.48759392957458e-06,0.00489060966554363,1.04055524798801e-05
"HELZ",2.53875140516307e-06,0.0049911852625506,1.05969963111478e-05
"PSMA5",2.62640030958005e-06,0.00516350300863438,1.09081636075458e-05
"TMX4",2.62982712613591e-06,0.00517024012998319,1.09081636075458e-05
"PPIB",2.62994381992712e-06,0.00517046954997672,1.09081636075458e-05
"CCT6A",2.85126262363036e-06,0.00560558231805728,1.18012259327522e-05
"LAPTM4A",2.85767318132684e-06,0.00561818547448857,1.18029106606903e-05
"HLA-F",3.01928709497885e-06,0.00593591842872842,1.24442734354894e-05
"JUNB",3.21846320362582e-06,0.00632749865832837,1.32374448919003e-05
"FKBP5",3.4022252939544e-06,0.00668877492791434,1.39564315392913e-05
"DDX17",3.40747056910468e-06,0.0066990871388598,1.39564315392913e-05
"COPZ1",3.42376520689637e-06,0.00673112239675825,1.39940174568779e-05
"NME3",3.64700542397254e-06,0.00717001266353001,1.4875544945083e-05
"MCTS1",3.69036621776173e-06,0.00725525998411956,1.50212422031461e-05
"CD33",3.72902619766591e-06,0.00733126550461118,1.51472427781223e-05
"EIF3E",3.79701956487567e-06,0.00746494046454557,1.53916298238053e-05
"PSMB2",3.89473119962029e-06,0.00765704153845349,1.57552295029907e-05
"ATP6V1E1",4.2984819133209e-06,0.00845081544158889,1.73528037814967e-05
"CCT4",4.51813883906537e-06,0.00888266095760251,1.82021740934478e-05
"CYB5R4",4.70178652984867e-06,0.00924371231768248,1.89032971731748e-05
"HIF1A",4.79332758741461e-06,0.00942368203685712,1.92320041568513e-05
"SHOC2",4.84766193076374e-06,0.00953050335588152,1.9410393800166e-05
"LMO2",4.96584836401417e-06,0.00976285788365186,1.98432070805932e-05
"PSMB7",5.06589270551328e-06,0.00995954505903911,2.02019169554546e-05
"DCXR",5.09244814733565e-06,0.0100117530576619,2.02667065944573e-05
"FNBP1",5.14051139863207e-06,0.0101062454097106,2.04166573933548e-05
"NUFIP2",5.16609736932792e-06,0.0101565474280987,2.04423112110065e-05
"SSR1",5.16776636412524e-06,0.0101598286718702,2.04423112110065e-05
"PAXX",5.27085462449721e-06,0.0103625001917615,2.08082333167902e-05
"LRPAP1",5.49438442154898e-06,0.0108019597727653,2.16472139734776e-05
"CSTB",5.59155770936909e-06,0.0109930024566196,2.19830580599892e-05
"EPC1",5.60198987184872e-06,0.0110135120880546,2.19830580599892e-05
"CMC2",5.61632718194311e-06,0.0110416992397002,2.19954168121517e-05
"FAAP20",5.64930218173003e-06,0.0111065280892812,2.20805727421098e-05
"TGFBR2",5.76202792922448e-06,0.0113281469088553,2.24764819620145e-05
"WDR1",5.78312707625176e-06,0.011369627831911,2.25141145186356e-05
"EIF3D",6.02075352898221e-06,0.011836801437979,2.33928882173499e-05
"FAM107B",6.28579022275635e-06,0.012357863577939,2.43744843746331e-05
"ARL6IP4",6.49412215500738e-06,0.0127674441567445,2.51327640880798e-05
"KLF13",6.56276822203321e-06,0.0129024023245173,2.52594101211882e-05
"HNRNPU",6.56332807420053e-06,0.0129035029938782,2.52594101211882e-05
"LILRA2",6.56539093180426e-06,0.0129075585719272,2.52594101211882e-05
"ZC3H11A",6.65076940604373e-06,0.013075412652282,2.55379153364882e-05
"SRSF2",6.66666853766388e-06,0.0131066703450472,2.5549065000092e-05
"PRKCB",6.7845861286284e-06,0.0133384963288834,2.59503819628082e-05
"CYLD",6.82842552208281e-06,0.0134246845764148,2.60673486920676e-05
"TOMM20",6.8711325818488e-06,0.0135086466559147,2.61795477827805e-05
"DCTN3",7.09856170950223e-06,0.0139557723208814,2.69937569069272e-05
"TYROBP",7.15745931104153e-06,0.0140715650055076,2.71651834083159e-05
"CUX1",7.17985941149561e-06,0.0141156036030004,2.71976948034689e-05
"GADD45B",7.36531269496617e-06,0.0144802047583035,2.7810220656624e-05
"MAPK1",7.36984992985813e-06,0.0144891249621011,2.7810220656624e-05
"SF3B1",7.7373049653012e-06,0.0152115415617822,2.91408842179735e-05
"PKM",7.80635684982347e-06,0.015347297566753,2.9344737221325e-05
"SCAF11",8.0287828919196e-06,0.0157845871655139,3.01189820194678e-05
"EZR",8.04296315372361e-06,0.0158124655602206,3.01189820194678e-05
"ZBTB1",8.20495430690199e-06,0.0161309401673693,3.06671866299797e-05
"RNF181",8.5727042081641e-06,0.0168539364732506,3.19809041238152e-05
"DENND10",8.62794583364046e-06,0.0169625415089371,3.21260255851082e-05
"PSMD8",8.84804549233051e-06,0.0173952574379218,3.28832843817047e-05
"ARHGEF6",9.15086423381575e-06,0.0179905990836818,3.39445265729845e-05
"SMARCE1",9.40970041970212e-06,0.0184994710251344,3.48389284842455e-05
"MDH1",9.76117954735606e-06,0.019190478990102,3.60723289287632e-05
"SF1",9.86860561487918e-06,0.0194016786388525,3.64008980091041e-05
"IFT20",1.02175243548277e-05,0.0200876528815912,3.76173274936164e-05
"PNISR",1.03836727226153e-05,0.0204143005726617,3.81575711638537e-05
"FYB1",1.04717521042845e-05,0.0205874646370234,3.84094489496705e-05
"WAPL",1.07252858675359e-05,0.0210859120155755,3.92661303828222e-05
"EIF6",1.10828607759317e-05,0.0217889042854817,4.04998220919735e-05
"BAZ1A",1.11469569210918e-05,0.0219149173068664,4.06584736676557e-05
"SDHD",1.1262326852081e-05,0.0221417345911912,4.10032122059096e-05
"LIMD2",1.16236863721078e-05,0.022852167407564,4.21673334856328e-05
"THUMPD3-AS1",1.1624971896853e-05,0.022854694749213,4.21673334856328e-05
"ATOX1",1.18110350019186e-05,0.0232204948137719,4.2763342198475e-05
"EIF3M",1.18776663346482e-05,0.0233514920139184,4.29255367902911e-05
"CARD16",1.23524622680991e-05,0.0242849408190827,4.45595244386839e-05
"SLC6A6",1.24674974071316e-05,0.0245110999024208,4.48921243634081e-05
"FOXN3",1.29904611865798e-05,0.0255392466928159,4.66896648863178e-05
"GNG5",1.31857232170763e-05,0.0259231318447721,4.73049851181972e-05
"HOOK3",1.33402245685289e-05,0.0262268815017278,4.7772097453056e-05
"HSPA5",1.36182828816226e-05,0.02677354414527,4.86791711732182e-05
"DDX21",1.42094438781635e-05,0.0279357666644695,5.07001209881479e-05
"PLEKHO1",1.42488672814243e-05,0.0280132730752801,5.07486831073915e-05
"RAN",1.45975064025822e-05,0.0286986975874766,5.18963790008618e-05
"WTAP",1.62960466148863e-05,0.0320380276448664,5.78303748102282e-05
"SNRPB2",1.69929571962159e-05,0.0334081538477605,6.01948717977666e-05
"SERINC1",1.72560800155215e-05,0.0339254533105153,6.10170023570419e-05
"IKZF1",1.73522394008138e-05,0.034114502662,6.12468629479354e-05
"QKI",1.74091328303667e-05,0.034226355144501,6.13375540224031e-05
"CD93",1.74996467293304e-05,0.0344043054698635,6.15461636312406e-05
"ENO1",1.82496557907004e-05,0.0358788232845171,6.40693272937805e-05
"COX7A2L",1.90592322106861e-05,0.0374704505262089,6.67922469272886e-05
"LYST",1.99400306635021e-05,0.0392021002844452,6.97546268406498e-05
"CNOT2",2.1551727784777e-05,0.0423706968248715,7.52587865450649e-05
"RBPJ",2.17711154739289e-05,0.0428020130217441,7.58900940101846e-05
"ARPC5",2.25324587144232e-05,0.044298813832556,7.84049802346123e-05
"CORO1C",2.34790094971988e-05,0.0461597326714928,8.15542980061711e-05
"UXT",2.35538818855767e-05,0.0463069317870437,8.16700736984898e-05
"NDUFB4",2.36475034354596e-05,0.0464909917541136,8.18503375952704e-05
"WBP11",2.38156040510685e-05,0.0468214775644007,8.22873067915654e-05
"GLUD1",2.49870440302096e-05,0.0491245285633922,8.61833834445477e-05
"MGST3",2.5191841364979e-05,0.0495271601235487,8.6737583403763e-05
"RAB2A",2.52628284103157e-05,0.0496667206546807,8.68299312144768e-05
