"","p_value","bonferroni_pval","fdr"
"OGA",1.91208363016701e-06,0.00212050074585522,8.18726156700856e-06
"CD96",2.06867019993164e-06,0.00229415525172419,8.82367404509303e-06
"MCL1",2.26958409311356e-06,0.00251696875926293,9.61024544802703e-06
"TMED9",2.27040965498925e-06,0.00251788430738308,9.61024544802703e-06
"YPEL3",2.29348547601861e-06,0.00254347539290464,9.67100909849674e-06
"OAZ1",2.32726815914328e-06,0.0025809403884899,9.77628935034052e-06
"GPX4",2.42055969707058e-06,0.00268440070405128,1.01086529952426e-05
"NDUFA2",2.42461830183456e-06,0.00268890169673453,1.01086529952426e-05
"SNRPB",2.50564655713004e-06,0.00277876203185721,1.04073484339222e-05
"ATP5MC3",2.5461047011772e-06,0.00282363011360552,1.05359332597221e-05
"GPBP1",2.56314807905981e-06,0.00284253121967733,1.05668606487929e-05
"TRIR",2.58181467158094e-06,0.00286323247078326,1.05668606487929e-05
"CST3",2.58216342274379e-06,0.00286361923582287,1.05668606487929e-05
"RBBP4",2.63121368456652e-06,0.00291801597618428,1.07279999124422e-05
"GADD45B",2.75810203612042e-06,0.00305873515805755,1.12041580881229e-05
"ATP5F1B",2.79747245234262e-06,0.00310239694964796,1.13226166045546e-05
"CDC42SE2",3.02801023897056e-06,0.00335806335501835,1.2211139472794e-05
"CAPZB",3.11354960480298e-06,0.00345292651172651,1.24869299327153e-05
"CD2",3.11891757561959e-06,0.00345887959136213,1.24869299327153e-05
"RIPOR2",3.19509812223639e-06,0.00354336381756015,1.27459130128063e-05
"LSM5",3.43684754631985e-06,0.00381146392886871,1.36611610353717e-05
"UBA52",3.58741774313347e-06,0.00397844627713502,1.42087367040537e-05
"ATP5ME",3.92247602578733e-06,0.00435002591259815,1.54805192619151e-05
"PPP3CA",3.97536988522019e-06,0.00440868520270919,1.56077999249983e-05
"NUCKS1",3.98287410169027e-06,0.00441700737877451,1.56077999249983e-05
"IDS",4.04870127148013e-06,0.00449000971007147,1.58098933453221e-05
"BTF3",4.14474463525489e-06,0.00459652180049767,1.61281466684129e-05
"IRF1-AS1",4.28357356468795e-06,0.00475048308323894,1.66100807106257e-05
"RNF145",4.36375647623387e-06,0.00483940593214337,1.68620415754124e-05
"KIF2A",4.51537674928384e-06,0.00500755281495578,1.73703989809615e-05
"MIEN1",4.52664139359593e-06,0.00502004530549788,1.73703989809615e-05
"PAPOLA",4.56910950108273e-06,0.00506714243670075,1.74729049541405e-05
"SLC25A6-ENSG00000169100",4.76579905845944e-06,0.00528527115583152,1.81624438344726e-05
"COX7B",4.86993866699317e-06,0.00540076198169542,1.84957602112857e-05
"PPIB",4.88754718641595e-06,0.00542028982973529,1.84992826953423e-05
"TBCB",5.04654857458527e-06,0.00559662236921506,1.89994085964752e-05
"MT-ND1",5.05394547877383e-06,0.00560482553596018,1.89994085964752e-05
"SFPQ",5.13119925596173e-06,0.00569049997486156,1.9224662077235e-05
"TPI1",5.62738958993599e-06,0.00624077505523901,2.10127106237004e-05
