"","p_value","bonferroni_pval","fdr"
"SQOR",3.99676550517192e-20,7.85364421766282e-17,2.80487293487958e-18
"FCER1G",9.2035452027979e-20,1.80849663234979e-16,6.05321489321716e-18
"HNRNPL",9.24154945529338e-20,1.81596446796515e-16,6.05321489321716e-18
"MT-CO3",1.07282541069382e-19,2.10810193201336e-16,6.80032881294631e-18
"HLA-A",1.72687625739867e-19,3.39331184578838e-16,1.06040995180887e-17
"BLVRA",6.25831147870137e-19,1.22975820556482e-15,3.72654001686309e-17
"PLAC8",6.77545816449948e-19,1.33137752932415e-15,3.91581626271808e-17
"PSME2",1.45071305848204e-18,2.85065115991722e-15,8.14471759976348e-17
"HNRNPA1",1.60518935743444e-18,3.15419708735868e-15,8.76165857599632e-17
"CST3",1.94954856782612e-18,3.83086293577832e-15,1.03536836102117e-16
"SNHG9",1.85077899825783e-17,3.63678073157664e-14,9.5704756094122e-16
"GLRX",3.22593592135145e-17,6.33896408545561e-14,1.62537540652708e-15
"COPS9",5.19113891348309e-17,1.02005879649943e-13,2.55014699124857e-15
"LAP3",8.83921670803848e-17,1.73690608312956e-13,4.20671325271244e-15
"DECR1",8.99144817373651e-17,1.76681956613923e-13,4.20671325271244e-15
"CNIH4",9.62376188201791e-17,1.89106920981652e-13,4.39783537166632e-15
"S100A10",1.13466089207315e-16,2.22960865292375e-13,5.06729239300851e-15
"SSB",1.8564647945693e-16,3.64795332132868e-13,8.10656293628596e-15
"CIRBP",1.99839818591902e-16,3.92685243533087e-13,8.50163628237534e-15
"PLSCR1",2.03347025583532e-16,3.99576905271641e-13,8.50163628237534e-15
"ZFP36L1",2.48328199183655e-16,4.87964911395883e-13,1.01659356540809e-14
"PABPC1",2.87312325156645e-16,5.64568718932807e-13,1.15218105904654e-14
"EIF4B",3.38947411502041e-16,6.66031663601511e-13,1.33206332720302e-14
"MT-ND4L",3.76824723652415e-16,7.40460581976996e-13,1.45188349407254e-14
"PCBP2",4.2432098712746e-16,8.33790739705458e-13,1.6034437302028e-14
"LDHA",4.70004658611733e-16,9.23559154172055e-13,1.74256444183407e-14
"FOXP1",5.92174794538515e-16,1.16362347126818e-12,2.15485828012626e-14
"TRIM22",6.59911812574253e-16,1.29672671170841e-12,2.32934328016327e-14
"IGSF6",6.63833199435844e-16,1.30443223689143e-12,2.32934328016327e-14
"CLEC7A",8.35101784791078e-16,1.64097500711447e-12,2.87890352125345e-14
"MDM4",1.11457896168899e-15,2.19014765971886e-12,3.77611665468768e-14
"TMA7",1.6221971367092e-15,3.18761737363358e-12,5.40274131124335e-14
"MT-CO1",3.2036192218008e-15,6.29511177083857e-12,1.04918529513976e-13
"TNFSF10",3.64068685266197e-15,7.15394966548077e-12,1.17277863368537e-13
"ID2",4.17700050534217e-15,8.20780599299737e-12,1.3238396762899e-13
"DDX3X",7.27108953003712e-15,1.42876909265229e-11,2.25338077747824e-13
"GSTO1",7.33925545845331e-15,1.44216369758608e-11,2.25338077747824e-13
"BIRC2",7.84671402381818e-15,1.54187930568027e-11,2.37212200873888e-13
"CSF3R",8.25737827069759e-15,1.62257483019208e-11,2.45844671241224e-13
"SORL1",9.16451939161338e-15,1.80082806045203e-11,2.68780307530154e-13
"MT-ATP6",1.05373408295324e-14,2.07058747300311e-11,3.04498157794576e-13
"MYL12A",1.07129061507318e-14,2.1050860586188e-11,3.0508493603171e-13
"IFITM2",1.14172993619619e-14,2.24349932462552e-11,3.20499903517931e-13
"STAT1",1.19799853314227e-14,2.35406711762456e-11,3.31558748961206e-13
"TNRC6B",1.29841280223964e-14,2.55138115640089e-11,3.54358493944569e-13
"CD44",1.65042401264171e-14,3.24308318484095e-11,4.44257970526158e-13
"TMEM123",1.86631379251187e-14,3.66730660228582e-11,4.95581973281867e-13
"LTB",2.61076277439909e-14,5.13014885169422e-11,6.84019846892563e-13
"LGALS9",2.84685868308949e-14,5.59407731227085e-11,7.36062804246164e-13
"SFT2D2",2.91677934355746e-14,5.73147141009042e-11,7.44346936375379e-13
"EEF2",3.10846500115522e-14,6.10813372727e-11,7.83094067598718e-13
"KRT10",3.24670001143157e-14,6.37976552246304e-11,8.07565256007979e-13
"MT-CO2",3.38642563908373e-14,6.65432638079952e-11,8.3179079759994e-13
"ARPC3",3.7351677992211e-14,7.33960472546947e-11,9.06124040181416e-13
"PYCARD",5.78652699371418e-14,1.13705255426484e-10,1.38664945642053e-12
"PSMB9",6.61836215338404e-14,1.30050816313996e-10,1.56687730498791e-12
"TIMP1",7.91140515294463e-14,1.55459111255362e-10,1.85070370542098e-12
"PSME1",8.43130852024373e-14,1.65675212422789e-10,1.94353334635478e-12
"HNRNPDL",8.50604925122193e-14,1.67143867786511e-10,1.94353334635478e-12
"ATP2B1",1.25475534255051e-13,2.46559424811175e-10,2.83401637713994e-12
"DRAP1",2.65313432063011e-13,5.21340894003817e-10,5.92432834095246e-12
"MEF2C",2.93943136623457e-13,5.77598263465092e-10,6.48986812882126e-12
"SRSF6",3.93910141588413e-13,7.74033428221231e-10,8.60037142468034e-12
"CRIP1",4.27905066021279e-13,8.40833454731814e-10,9.23992807397598e-12
"S100A6",4.92845909263017e-13,9.68442211701829e-10,1.05265457793677e-11
"RAB8A",5.40937968323882e-13,1.06294310775643e-09,1.14294957823272e-11
"MT-ND5",1.03500431075343e-12,2.0337834706305e-09,2.16359943684096e-11
"PABPC4",1.06925971436329e-12,2.10109533872386e-09,2.21167930391986e-11
"SLC38A2",1.08767084858985e-12,2.13727321747906e-09,2.22632626820736e-11
"CSDE1",1.19541897329811e-12,2.34899828253079e-09,2.42164771394927e-11
"RBX1",1.26625295949358e-12,2.48818706540489e-09,2.5389663932703e-11
"GRN",1.28827448854545e-12,2.53145936999181e-09,2.55702966665839e-11
"ANKRD44",1.60136261762135e-12,3.14667754362594e-09,3.14667754362594e-11
"PSMB8",1.75606876561434e-12,3.45067512443217e-09,3.41651002419027e-11
"LY96",2.35930989054183e-12,4.6360439349147e-09,4.54514111266147e-11
"TLE4",2.4241779827369e-12,4.763509736078e-09,4.62476673405631e-11
"CYBA",2.80554533151952e-12,5.51289657643585e-09,5.30086209272678e-11
"GSTK1",3.43033854853734e-12,6.74061524787587e-09,6.41963356940559e-11
"NMI",3.82912868182588e-12,7.52423785978785e-09,7.09833760357344e-11
"CALM1",4.02868273981925e-12,7.91636158374483e-09,7.39846876985498e-11
"TREX1",4.59963715006272e-12,9.03828699987323e-09,8.36878425914188e-11
"ATP5ME",5.32274808237996e-12,1.04591999818766e-08,9.59559631364828e-11
"PCF11",5.82898083843399e-12,1.14539473475228e-08,1.04126794068389e-10
"SET",6.22787674117491e-12,1.22377777964087e-08,1.10250250418096e-10
"RBM3",7.47951480083986e-12,1.46972465836503e-08,1.31225415925449e-10
"HMGB1",8.3731877363281e-12,1.64533139018847e-08,1.45604547804289e-10
"KMT2E-AS1",9.59757266976535e-12,1.88592302960889e-08,1.65431844702534e-10
"CAPG",9.94656309655547e-12,1.95449964847315e-08,1.69956491171578e-10
"SGK1",1.07633310443018e-11,2.1149945502053e-08,1.82327116397009e-10
"ATP6V0E1",1.39245686242972e-11,2.7361777346744e-08,2.33861344843966e-10
"ATP5PD",1.46155794429329e-11,2.87196136053632e-08,2.43386555977654e-10
"NAPA",1.61187363916466e-11,3.16733170095855e-08,2.66162327811643e-10
"ARL4A",1.77131638947934e-11,3.4806367053269e-08,2.87855244743113e-10
"NPM1",1.7725437462553e-11,3.48304846139166e-08,2.87855244743113e-10
"IFI16",2.54371484105443e-11,4.99839966267196e-08,4.09704890382948e-10
"IL32",2.69489154612518e-11,5.29546188813599e-08,4.28043064276931e-10
"CMTM6",2.70113689416486e-11,5.30773399703395e-08,4.28043064276931e-10
"RABGAP1L",4.68609212768622e-11,9.20817103090342e-08,7.36653682472274e-10
"EIF1",4.86669612809709e-11,9.56305789171079e-08,7.56483235494347e-10
"TMEM59",4.88923007164285e-11,9.60733709077821e-08,7.56483235494347e-10
"BIRC6",6.35348428828802e-11,1.2484596626486e-07,9.75359111444216e-10
"S100A4",6.59922874103178e-11,1.29674844761275e-07,1.00523135473856e-09
"GAPDH",1.22337144044391e-10,2.40392488047228e-07,1.84917298497868e-09
"DYNLRB1",1.25984804686259e-10,2.47560141208498e-07,1.88977207029388e-09
"LGALS3",1.42005874150801e-10,2.79041542706324e-07,2.11395108110851e-09
"HNRNPH3",1.45689417808058e-10,2.86279705992835e-07,2.15247899242733e-09
"TTC3",1.55339679892769e-10,3.05242470989291e-07,2.27792888797979e-09
"OAZ1",1.77459492324922e-10,3.48707902418472e-07,2.58302149939609e-09
"ITM2B",2.06271007506438e-10,4.0532252975015e-07,2.98031271875111e-09
"MBNL1",2.2414425538796e-10,4.40443461837342e-07,3.19260687278833e-09
"LASP1",2.24213612440096e-10,4.40579748444789e-07,3.19260687278833e-09
"MS4A6A",2.46925865464551e-10,4.85209325637843e-07,3.49071457293412e-09
"DBI",2.99863516147618e-10,5.8923180923007e-07,4.20879863735764e-09
"EIF2S3",3.04863552230219e-10,5.99056880132381e-07,4.2486303555488e-09
"NPC2",3.14424507903756e-10,6.17844158030881e-07,4.35101519740057e-09
"C12orf57",3.29471547288454e-10,6.47411590421811e-07,4.52735377917351e-09
"CLTC",3.32743318874402e-10,6.53840621588201e-07,4.54055987214028e-09
"ARF5",3.56439622017355e-10,7.00403857264102e-07,4.8303714294076e-09
"ERP44",4.455178831489e-10,8.75442640387589e-07,5.99618246840815e-09
"VSIR",4.69807915424001e-10,9.23172553808163e-07,6.28008540005553e-09
"TRA2A",4.95758560698331e-10,9.74165571772221e-07,6.58219980927176e-09
"WDR74",5.10928053106896e-10,1.00397362435505e-06,6.7380780158057e-09
"CTSD",5.52063424870152e-10,1.08480462986985e-06,7.23203086579899e-09
"TMEM107",5.99487321266764e-10,1.17799258628919e-06,7.80127540588868e-09
"LTA4H",6.16019095163543e-10,1.21047752199636e-06,7.9636679078708e-09
"PPBP",7.78047231726579e-10,1.52886281034273e-06,9.99256738786097e-09
"G3BP2",7.98637349632179e-10,1.56932239202723e-06,1.0190405143034e-08
"MT-ND4",8.1324635270828e-10,1.59802908307177e-06,1.03098650520759e-08
"NAP1L1",8.55803701329857e-10,1.68165427311317e-06,1.07798350840588e-08
"CDC42EP3",9.17918865190126e-10,1.8037105700986e-06,1.14886023573159e-08
"LGALS1",9.27333249096622e-10,1.82220983447486e-06,1.15329736359169e-08
"PPP3CA",9.49046918505743e-10,1.86487719486378e-06,1.17287873890804e-08
"CTSA",1.09365186436171e-09,2.14902591347076e-06,1.34314119591923e-08
"EIF3L",1.16594024818133e-09,2.29107258767631e-06,1.42302645197286e-08
"S100A11",1.25856246430522e-09,2.47307524235975e-06,1.52658965577763e-08
"STAT2",1.2977241090297e-09,2.55002787424336e-06,1.56443427867691e-08
"CD63",1.32742254159037e-09,2.60838529422507e-06,1.59047883794212e-08
"EIF4G2",2.07446257262659e-09,4.07631895521125e-06,2.47049633649167e-08
"CD68",2.11246909291996e-09,4.15100176758772e-06,2.48867428164926e-08
"FCGR1A",2.1150565141752e-09,4.15608605035426e-06,2.48867428164926e-08
"CLTA",2.20729654141948e-09,4.33733770388928e-06,2.58174863326743e-08
"NORAD",2.33665679333147e-09,4.59153059889634e-06,2.71688201118127e-08
"SBDS",2.39252960840406e-09,4.70132068051398e-06,2.76548275324352e-08
"SLC36A4",2.78881209329475e-09,5.48001576332418e-06,3.20468758089133e-08
"VAMP5",2.99496774265828e-09,5.88511161432352e-06,3.42157651995553e-08
"ATP5F1C",3.7217160447762e-09,7.31317202798523e-06,4.22726706819956e-08
"LRP1",3.86618271768902e-09,7.59704904025893e-06,4.36612013807985e-08
"SYNCRIP",4.16400633640736e-09,8.18227245104046e-06,4.67558425773741e-08
"HNRNPA2B1",4.19807081669186e-09,8.24920915479951e-06,4.68705065613609e-08
"TXN",4.68263608337778e-09,9.20137990383734e-06,5.19851971968211e-08
"SREK1",4.78681434530618e-09,9.40609018852664e-06,5.28432033063295e-08
"NDUFA12",5.47219519276231e-09,1.07528635537779e-05,6.0071863428927e-08
"CRTAP",5.50897280207402e-09,1.08251315560754e-05,6.01396197559747e-08
"RSL24D1",5.63945294020479e-09,1.10815250275024e-05,6.12238951795713e-08
"METAP2",5.72891072754752e-09,1.12573095796309e-05,6.18533493386313e-08
"IVNS1ABP",6.96158849539931e-09,1.36795213934596e-05,7.47514830243696e-08
"CDC42SE2",7.38634193864977e-09,1.45141619094468e-05,7.88813147252544e-08
"TALDO1",7.43714797668117e-09,1.46139957741785e-05,7.89945717523163e-08
"HINT1",7.63379303852713e-09,1.50004033207058e-05,8.0647329681214e-08
"CORO1A",8.3882264292775e-09,1.64828649335303e-05,8.81436627461513e-08
"DYNLT1",8.82296483480561e-09,1.7337125900393e-05,9.22187547893246e-08
"RACK1",9.34428253282728e-09,1.83615151770056e-05,9.71508739524106e-08
"RAP2B",1.01947916791322e-08,2.00327656494948e-05,1.05435608681552e-07
"NONO",1.06695797587209e-08,2.09657242258866e-05,1.09768189664328e-07
"DDX5",1.14335366992931e-08,2.2466899614111e-05,1.17015102156828e-07
"EEF1B2",1.16128410623883e-08,2.28192326875929e-05,1.18234366256958e-07
"SP100",1.21131723491751e-08,2.38023836661291e-05,1.22692699309944e-07
"CLIC1",1.2721549045591e-08,2.49978438745863e-05,1.28194071151724e-07
"CHP1",1.43819467404789e-08,2.8260525345041e-05,1.4418635380123e-07
"FAM91A1",1.52199471407171e-08,2.99071961315091e-05,1.51813178332534e-07
"KMT2E",1.61267068741891e-08,3.16889790077816e-05,1.59894905929036e-07
"PRDX1",1.61929192264011e-08,3.18190862798781e-05,1.59894905929036e-07
"DNAJC15",1.72912265713662e-08,3.39772602127346e-05,1.69886301063673e-07
"HMGN2",1.75836098452624e-08,3.45517933459407e-05,1.71899469382789e-07
"ST13",1.8116951840874e-08,3.55998103673175e-05,1.7623668498672e-07
"NAMPT",1.9300046630669e-08,3.79245916292645e-05,1.86820648420022e-07
"FCN1",1.97842129864613e-08,3.88759785183964e-05,1.90568522149002e-07
"HLA-E",2.03887900686595e-08,4.0063972484916e-05,1.95434012121541e-07
"NFKBIA",2.05226001192906e-08,4.0326909234406e-05,1.9576169531265e-07
"ZSCAN16-AS1",2.10744968191505e-08,4.14113862496307e-05,2.00055006036864e-07
"SLC25A6-ENSG00000169100",2.30128776169719e-08,4.52203045173498e-05,2.17405310179566e-07
"MAP3K1",2.4491825222888e-08,4.81264365629748e-05,2.30270031401793e-07
"JUND",2.55769960500369e-08,5.02587972383225e-05,2.39327605896774e-07
"SFPQ",2.58500154299326e-08,5.07952803198176e-05,2.40735925686339e-07
"YPEL3",2.61460064624349e-08,5.13769026986847e-05,2.42343880654173e-07
"DDIT4",2.67781417161995e-08,5.26190484723319e-05,2.47037786255079e-07
"TOMM7",2.88339971713726e-08,5.66588044417472e-05,2.64760768419379e-07
"MT-CYB",3.00942732120788e-08,5.91352468617349e-05,2.75047659822023e-07
"ITGAE",3.15572768998087e-08,6.20100491081241e-05,2.86264922762481e-07
"SNX2",3.16129711142282e-08,6.21194882394584e-05,2.86264922762481e-07
"ARHGAP4",3.50921469219253e-08,6.89560687015832e-05,3.16312241750382e-07
"UBE2L3",3.62734763326796e-08,7.12773809937155e-05,3.24517255907112e-07
"FXR1",3.63327207631373e-08,7.13937962995647e-05,3.24517255907112e-07
"OGA",3.66872228392057e-08,7.20903928790393e-05,3.26200872755834e-07
"SERPINA1",4.20193616632992e-08,8.2568045668383e-05,3.71928133641365e-07
"BLOC1S1",4.24484391573118e-08,8.34111829441177e-05,3.74041179121604e-07
"CYP1B1",4.79526553189587e-08,9.42269677017538e-05,4.20656105811401e-07
"POLR2L",5.22427229099223e-08,0.000102656950517997,4.56253113413322e-07
"PTPRE",5.29102495233791e-08,0.00010396864031344,4.59948642653764e-07
"RHOG",5.31340162251423e-08,0.000104408341882405,4.59948642653764e-07
"SNHG25",5.65576137508453e-08,0.000111135711020411,4.87437329036891e-07
"ATM",5.98861604607858e-08,0.000117676305305444,5.13870328844734e-07
"RGS10",6.59617885726511e-08,0.000129614914545259,5.63543106718519e-07
"HLA-F",6.68008897739864e-08,0.000131263748405883,5.68241335090404e-07
"PDCD4",6.87119285210743e-08,0.000135018939543911,5.81978187689271e-07
"IL10RA",7.75151904585627e-08,0.000152317349251076,6.53722528974574e-07
"COMMD6",8.47321637575915e-08,0.000166498701783667,7.11532913605416e-07
"APBB1IP",8.52316619540236e-08,0.000167480215739656,7.12681769104921e-07
"RETN",9.22851729440038e-08,0.000181340364834967,7.68391376419354e-07
"REEP5",1.02820997805456e-07,0.000202043260687721,8.52503209652831e-07
"CHMP2A",1.1267413920426e-07,0.000221404683536372,9.30271779564586e-07
"TRAPPC6A",1.19131804379234e-07,0.000234093995605194,9.79472784958971e-07
"PPP4R3A",1.23755240904732e-07,0.000243179048377798,1.01324603490749e-06
"TPT1",1.52007313461121e-07,0.000298694370951103,1.23939573008757e-06
"UFM1",1.74368591341328e-07,0.000342634281985709,1.41584414043682e-06
"STK4",1.7827518863339e-07,0.00035031074566461,1.43826079140856e-06
"PARP8",1.78593197508239e-07,0.000350935633103689,1.43826079140856e-06
"NDUFA4",1.87879751652364e-07,0.000369183711996896,1.50687229386488e-06
"FBL",1.90722095690562e-07,0.000374768918031954,1.52345088630876e-06
"PCMT1",1.9985880505096e-07,0.000392722551925137,1.58996984585076e-06
"AIF1",2.03636110330777e-07,0.000400144956799976,1.61348772903216e-06
"EIF4A2",2.18399616341751e-07,0.000429155246111541,1.7213198160163e-06
"NDUFB1",2.19141206669897e-07,0.000430612471106347,1.7213198160163e-06
"GNG2",2.19873421791395e-07,0.00043205127382009,1.7213198160163e-06
"NDUFB3",2.30409434993478e-07,0.000452754539762184,1.79664499905628e-06
"RNF213",2.67545836596949e-07,0.000525727568913005,2.07797458068381e-06
"CPEB4",2.70742050461923e-07,0.000532008129157679,2.09452019353417e-06
"RNF145",2.78441264598851e-07,0.000547137084936743,2.1424821240281e-06
"HNRNPD",2.79122353054043e-07,0.000548475423751194,2.1424821240281e-06
"EIF4EBP2",2.83875201336941e-07,0.000557814770627089,2.17048548882136e-06
"ATP5MJ",3.04605880733948e-07,0.000598550555642208,2.31996339396205e-06
"PSMA4",3.35243400546306e-07,0.000658753282073491,2.54344896553472e-06
"EVI5",3.4887543866437e-07,0.000685540236975488,2.63669321913649e-06
"CASP1",3.64933781853126e-07,0.000717094881341392,2.74748996682526e-06
"BNIP2",3.90584049335568e-07,0.000767497656944391,2.92938037001676e-06
"RNMT",4.44262633311461e-07,0.000872976074457021,3.31930066333468e-06
"TBL1XR1",4.72615023660725e-07,0.000928688521493324,3.51775955111108e-06
"TLE5",5.00207826119221e-07,0.00098290837832427,3.70908822009159e-06
"CNOT1",5.08833675655187e-07,0.000999858172662442,3.75886531076106e-06
"RNH1",5.48675812875646e-07,0.00107814797230064,4.0380073868938e-06
"S100A8",5.86218791593774e-07,0.00115191992548176,4.29820867717077e-06
"RHOA",6.60971738988761e-07,0.00129880946711291,4.8282879818324e-06
"BST1",6.8038440377252e-07,0.001336955353413,4.95168649412223e-06
"MATR3-ENSG00000015479",7.60812676657649e-07,0.00149499690963228,5.51659376248074e-06
"OGFRL1",7.77210291458743e-07,0.00152721822271643,5.61477287763393e-06
"NCL",8.20758936351502e-07,0.0016127913099307,5.90766047593664e-06
"VAMP2",1.03121581216025e-06,0.00202633907089488,7.39539806895942e-06
"CCNI",1.05142804994336e-06,0.00206605611813869,7.51293133868616e-06
"GIMAP4",1.06704326301529e-06,0.00209674001182505,7.59688410081541e-06
"NOP53",1.10421278162619e-06,0.00216977811589546,7.83313399240239e-06
"APEX1",1.13659044395248e-06,0.00223340022236663,8.03381374952025e-06
"CALM3",1.19490820157641e-06,0.00234799461609765,8.41575131217797e-06
"POMP",1.23429875833939e-06,0.00242539706013689,8.66213235763176e-06
"PICALM",1.28147286990965e-06,0.00251809418937246,8.96118928602301e-06
"NDUFAF8",1.29029616058803e-06,0.00253543195555547,8.98774476204276e-06
"YBX1",1.29441820237054e-06,0.0025435317676581,8.98774476204276e-06
"CANX",1.31595756704648e-06,0.00258585661924633,9.10512894100819e-06
"MT-ND2",1.32695379940906e-06,0.0026074642158388,9.14899724855719e-06
"LPGAT1",1.41296529346484e-06,0.00277647680165841,9.70796084495949e-06
"COX5B",1.44340921195405e-06,0.00283629910148971,9.88257526651467e-06
"PTMA",1.62998177402917e-06,0.00320291418596732,1.11212298123865e-05
"JUNB",1.67123173642249e-06,0.0032839703620702,1.13632192459176e-05
"HSBP1",1.7526553237476e-06,0.00344396771116404,1.18757507281518e-05
"PKM",1.77180893817016e-06,0.00348160456350437,1.19642768505305e-05
"PPIB",2.00009318436965e-06,0.00393018310728636,1.34595311893368e-05
"TMEM170B",2.03919230678837e-06,0.00400701288283915,1.36758118868231e-05
"VPS29",2.112744261837e-06,0.00415154247450971,1.41208927704412e-05
"FAM133B",2.1400705391868e-06,0.00420523860950207,1.42550461339053e-05
"GLIPR2",2.48128505960708e-06,0.00487572514212791,1.64720443990808e-05
"SNRPD2",2.57259510501202e-06,0.00505514938134862,1.70207049877058e-05
"H3-3B",2.66951122978404e-06,0.00524558956652565,1.75681088493837e-05
"EIF3J",2.67321350939732e-06,0.00525286454596574,1.75681088493837e-05
"LENG8",2.81011282118005e-06,0.00552187169361879,1.84062389787293e-05
"CHD2",2.82298231656511e-06,0.00554716025205044,1.84291038274101e-05
"ANAPC16",3.01567183745664e-06,0.0059257951606023,1.96218382801401e-05
"TRA2B",3.27395119211315e-06,0.00643331409250234,2.12320597112288e-05
"UBL3",3.33494055470409e-06,0.00655315818999354,2.14942827955034e-05
"NUCKS1",3.34481840098582e-06,0.00657256815793713,2.14942827955034e-05
"RBBP4",3.34720129029213e-06,0.00657725053542404,2.14942827955034e-05
"RBM26",3.42254634664353e-06,0.00672530357115453,2.19065262904056e-05
"TANK",3.63141521249126e-06,0.00713573089254532,2.3167957443329e-05
"EVL",3.85522047494888e-06,0.00757550823327455,2.45162078746749e-05
"NKG7",3.99049257166201e-06,0.00784131790331584,2.5294573881664e-05
"CD4",4.25407196235945e-06,0.00835925140603632,2.68786218843612e-05
"ENO1",4.49849520569066e-06,0.00883954307918214,2.83318688435325e-05
"PLBD1",4.6793910246877e-06,0.00919500336351133,2.93770075511544e-05
"PABPN1",4.79887638513924e-06,0.00942979209679861,3.00311850216516e-05
"USP16",4.86311922374638e-06,0.00955602927466163,3.03366008719417e-05
"BTF3",4.97396015403938e-06,0.00977383170268737,3.09298471604031e-05
"SRSF11",5.01539636678551e-06,0.00985525386073353,3.1089128898213e-05
"EIF1AX",5.0389455136263e-06,0.00990152793427569,3.11368802964644e-05
"RASSF3",5.23919874534951e-06,0.0102950255346118,3.22728073185323e-05
"HMGN1",5.26038733916601e-06,0.0103366611214612,3.23020660045663e-05
"RSL1D1",5.32130346663335e-06,0.0104563613119345,3.2574334305092e-05
"FPR1",5.36660382575877e-06,0.010545376517616,3.27496165143353e-05
"SP3",5.98131380105418e-06,0.0117532816190715,3.63878687896949e-05
"KMT2C",6.08912236482864e-06,0.0119651254468883,3.69293995274329e-05
"CD53",6.72055879379381e-06,0.0132058980298048,4.06335323993995e-05
"COX7C",6.87329262700721e-06,0.0135060200120692,4.1429509239476e-05
"ASH1L",6.91420732543099e-06,0.0135864173944719,4.15486770473146e-05
"FOS",7.46441335050377e-06,0.0146675722337399,4.47182080296949e-05
"RCSD1",7.73803095819506e-06,0.0152052308328533,4.62165070907395e-05
"SOD2",7.76377534475829e-06,0.01525581855245,4.62297531892425e-05
"PSMA3-AS1",7.8856653252004e-06,0.0154953323640188,4.68136929426549e-05
"RGS2",7.9650634661722e-06,0.0156513497110284,4.71426196115312e-05
"MCTS1",8.13341589495543e-06,0.0159821622335874,4.79944811819442e-05
"CD302",8.43221664701607e-06,0.0165693057113866,4.96086997346904e-05
"HNRNPK",8.86622159471171e-06,0.0174221254336085,5.20063445779358e-05
"CARD16",9.37244803517266e-06,0.0184168603891143,5.48120844914115e-05
"BTG2",9.4010468421121e-06,0.0184730570447503,5.48161930111284e-05
"DDX17",9.61680597716242e-06,0.0188970237451242,5.58579736765681e-05
"RNF181",9.63656645107205e-06,0.0189358530763566,5.58579736765681e-05
"ISG20",1.02233029976948e-05,0.0200887903904704,5.90846776190305e-05
"EIF3E",1.03866664348495e-05,0.0204097995444792,5.98527845879155e-05
"SEC61G",1.08169109039621e-05,0.0212552299262855,6.21497951060981e-05
"HNRNPC",1.16177208799323e-05,0.0228288215290669,6.65563309885333e-05
"SRRM2",1.30109422559675e-05,0.0255665015329762,7.43212253865587e-05
"GAS7",1.3232233840898e-05,0.0260013394973646,7.53662014416366e-05
"SH3BGRL3",1.35600039408773e-05,0.0266454077438238,7.7009848970589e-05
"WASF2",1.38627874394901e-05,0.027240377318598,7.85025282956714e-05
"EMP3",1.3956902123613e-05,0.0274253126728996,7.88083697497115e-05
"SHOC2",1.40024928305805e-05,0.0275148984120906,7.88392504644431e-05
"MAP3K2",1.40843367761673e-05,0.0276757217651687,7.9073490757625e-05
"FAR1",1.4233572070813e-05,0.0279689691191475,7.96836727041239e-05
"RAB3D",1.4693202686639e-05,0.0288721432792456,8.20231343160388e-05
"TYROBP",1.61434835364851e-05,0.0317219451491932,8.98638672781677e-05
"CELF1",1.66592107829571e-05,0.0327353491885107,9.24727378206518e-05
"MBP",1.67569256132473e-05,0.032927358830031,9.27325527082005e-05
"EIF3M",1.68004014066765e-05,0.0330127887641194,9.27325527082005e-05
"HNRNPU",1.71893969317737e-05,0.0337771649709353,9.46139074816116e-05
